external_gene_name	Y	A	CtrlUn	KUnInj	CtrlInj	KInj	N	KN
Adgb	142.46	126.877	182.653	111.062	185.416	218.851	220.999	109.244
Adgra1	537.982	244.503	201.777	205.997	266.348	178.852	94.7139	389.729
Adgra2	900.177	1181.55	795.356	809.623	747.023	505.939	662.997	756.937
Adgra3	374.138	634.387	293.507	280.942	240.192	219.337	234.53	423.881
Adgrb1	1988.14	1186.83	1061.09	996.207	1061.38	1116.63	879.486	2106.78
Adgrb2	1299.26	459.931	439.626	323.465	316.012	519.688	464.549	869.358
Adgrb3	186.433	158.597	160.818	149.385	177.782	167.746	148.836	142.246
Adgrd1	109.673	43.6141	40.3188	35.7758	31.1843	117.72	81.1834	42.9235
Adgre1	90.1701	71.3685	66.3234	47.0371	62.4515	109.588	189.428	79.4597
Adgre4	38.7787	18.503	49.746	42.7362	64.3079	72.3115	99.2241	38.5556
Adgre5	459.163	477.112	205.653	266.365	165.66	242.149	279.632	348.293
Adgrf1	136.944	63.4387	69.8862	60.9466	58.8633	111.607	108.244	51.2562
Adgrf2	192.058	325.123	737.929	816.809	532.321	298.456	369.835	518.602
Adgrf3	125.506	75.3335	60.1219	42.0121	51.3965	120.514	135.306	63.9568
Adgrf4	245.759	261.685	274.586	289.091	297.158	216.139	189.428	200.191
Adgrf5	199.677	107.053	178.06	152.565	176.424	242.227	144.326	165.686
Adgrg1	1938.46	1149.83	643.455	807.145	681.232	564.403	559.263	879.951
Adgrg2	233.796	182.386	98.1537	82.326	134.06	187.168	135.306	65.5264
Adgrg3	395.929	97.8013	104.692	84.3066	99.0804	290.692	252.57	104.016
Adgrg4	48.4814	37.0059	79.2799	47.7613	60.2216	99.3612	63.1426	32.5713
Adgrg5	137.91	55.5089	60.5119	33.2632	43.8882	97.7191	108.244	54.7945
Adgrg6	138.422	379.311	376.606	453.96	357.629	222.062	284.142	400.724
Adgrg7	106.606	133.486	80.9265	72.8644	43.9711	120.157	36.0815	64.7474
Adgrl1	6210.78	2232.25	1818.82	1889.03	1383.54	953.896	956.16	3821.41
Adgrl2	265.862	395.17	709.484	758.67	752.177	419.1	455.529	659.877
Adgrl3	2711.77	2419.92	1767.32	2115.88	1772.89	825.474	1285.4	1649.92
Adgrl4	139.064	103.088	99.1361	84.8047	134.019	114.189	139.816	66.7278
Adgrv1	549.787	524.691	519.21	443.536	514.422	613.679	631.426	355.991
Adh1	109.435	120.269	223.867	284.849	201.541	177.794	180.407	217.69
Adh4	91.142	88.5499	47.7384	42.7588	75.2384	89.9875	90.2037	52.0429
Adh5	2490.43	2359.13	1451.38	1622.24	1545.73	612.89	703.589	1550.84
Adh6a	116.884	95.1581	135.175	109.296	146.515	118.965	135.306	116.047
Adh6b	119.422	83.2633	84.812	80.3343	78.702	114.26	54.1222	74.6886
Adh6-ps1	85.2366	33.041	26.0237	26.3593	58.7388	92.6351	99.2241	31.3893
Adh7	110.055	84.5849	48.0562	21.3907	38.2775	115.597	72.163	42.1017
Adhfe1	1657.7	1361.29	739.769	1021.99	810.666	368.757	608.875	802.785
Adi1	339.943	199.568	158.906	123.693	56.924	125.838	148.836	204.618
Adig	115.489	101.766	125.795	88.438	88.4404	167.006	130.795	114.791
Adipoq	74.0907	37.0059	43.8721	44.0151	38.6097	141.273	117.265	35.3542
Adipor1	2041.58	1132.65	695.059	878.221	750.403	358.714	572.794	1144.51
Adipor2	167.812	128.199	124.774	101.125	89.7987	219.029	171.387	94.9391
Adk	2695.95	1970.56	1014.38	1233.86	918.126	580.664	699.079	1570.17
Adm	196.367	107.053	107.157	96.7224	117.395	168.663	166.877	155.656
Adm2	87.8612	21.1462	29.2593	13.1853	42.1562	79.7783	27.0611	32.1683
Adnp	149.233	60.7954	78.6876	75.9768	53.3773	117.215	126.285	99.2838
Adnp2	182.463	192.959	152.363	134.445	132.37	175.594	153.346	138.986
Ado	136.906	179.743	89.9734	102.88	113.558	118.425	76.6732	80.2464
Adora1	404.992	255.076	252.78	327.414	203.232	234.392	342.774	531.808
Adora2a	370.517	208.819	325.921	372.527	239.943	217.032	171.387	427.78
Adora2b	239.894	87.2282	68.9425	41.4912	47.9329	129.352	45.1019	96.9509
Adora3	85.2263	87.2282	94.6341	86.0045	117.436	137.09	63.1426	69.1387
Adpgk	2242.61	1132.65	656.574	785.64	558.476	328.991	243.55	1069.7
Adprh	136.367	56.8305	103.421	107.519	102.959	137.612	148.836	80.2425
Adprhl1	36.4641	15.8597	27.9401	6.9039	20.0877	75.0914	94.7139	19.4716
Adprhl2	197.959	59.4738	85.4764	49.0175	51.3135	147.671	279.632	128.231
Adprm	65.539	111.018	223.309	285.086	262.966	165.494	171.387	276.884
Adra1a	77.6523	37.0059	30.8386	21.3455	18.2729	80.2104	36.0815	44.8766
Adra1b	204.053	125.556	138.203	164.64	148.786	132.112	257.081	117.237
Adra1d	517.899	442.749	351.4	366.031	309.862	240.222	162.367	634.123
Adra2a	1092.44	667.428	417.025	462.877	425.816	290.743	329.244	479.079
Adra2b	354.475	384.597	171.921	191.067	133.978	194.756	257.081	327.683
Adra2c	256.975	50.2223	164.429	185.941	111.867	145.706	112.755	257.823
Adrb1	882.294	577.557	616.935	761.748	563.837	340.015	234.53	999.659
Adrb2	364.46	754.656	293.801	240.063	295.675	169.334	193.938	414.402
Adrb3	427.535	782.411	879.864	1037.22	945.88	453.187	676.528	1006.68
Adrm1	2096.56	711.042	503.007	614.187	488.266	316.227	329.244	847.596
Adsl	320.268	218.071	160.216	182.907	152.541	172.615	166.877	366.982
Adss	145.748	163.883	108.207	109.184	146.847	179.81	90.2037	116.368
Adssl1	536.705	566.983	463.555	410.103	293.777	309.336	320.223	991.832
Adtrp	76.5376	18.503	36.0433	18.8329	29.3695	84.9002	27.0611	22.2894
Aebp1	440.948	130.842	212.615	69.8083	152.167	363.818	162.367	130.657
Aebp2	3315.45	3002.77	1976.15	2230.71	2039.39	889.87	1420.71	1455.51
Aen	754.959	1018.98	724.111	779.427	616.966	374.515	496.121	768.672
Aes	1161.49	553.767	353.534	487.018	392.692	357.254	387.876	647.854
Afap1	736.103	531.299	302.853	300.331	296.992	222.815	297.672	450.515
Afap1l1	136.057	103.088	59.1301	42.1701	54.9432	100.571	103.734	56.3875
Afap1l2	283.865	256.398	182.667	160.26	115.87	453.362	297.672	225.33
Afdn	2798.9	625.136	372.455	323.341	298.765	321.732	396.896	237.627
Aff1	1045.38	1288.6	448.827	423.548	296.256	306.815	455.529	384.445
Aff2	488.544	734.832	605.018	613.688	721.408	320.459	320.223	477.056
Aff3	397.017	208.819	300.436	269.433	348.596	376.846	414.937	325.851
Aff4	1013.32	355.521	224.618	185.262	215.366	332.655	365.325	247.906
Afg1l	95.5043	83.2633	148.897	168.184	128.45	124.607	198.448	168.438
Afg3l1	758.452	359.486	442.341	569.582	334.285	369.891	496.121	1040.22
Afg3l2	432.887	547.159	629.029	661.653	589.287	570.55	631.426	783.051
Afm	61.8957	64.7603	66.0152	37.0321	40.3415	85.8393	40.5917	34.1526
Afmid	652.178	235.252	130.649	103.559	119.292	291.971	275.121	246.329
Afp	91.8224	68.7253	44.5125	33.8631	84.4786	107.263	40.5917	38.9548
Aftph	188.846	214.106	160.582	171.33	169.04	198.187	166.877	153.749
Aga	575.647	1157.76	665.492	691.239	672.116	302.897	387.876	525.247
Agap1	1477.88	757.3	566.899	558.48	411.047	550.843	581.814	663.799
Agap2	1475.01	722.937	726.687	873.693	722.849	372.455	401.407	1384.21
Agap3	1563.75	601.346	306.079	290.846	249.474	287.535	252.57	403.255
Agbl1	254.082	277.544	234.166	129.431	192.841	265.466	211.979	189.847
Agbl2	316.522	269.615	340.702	372.685	320.958	202.946	239.04	324.942
Agbl3	485.172	350.235	198.498	202.895	161.449	145.919	108.244	234.72
Agbl4	530.571	188.994	141.665	133.087	116.203	89.6823	112.755	139.464
Agbl5	4863.59	1087.71	847.138	964.745	338.288	452.752	568.284	2504.27
Ager	470.782	112.339	111.751	58.3663	65.7492	213.42	211.979	100.884
Agfg1	1116.58	1029.56	706.114	722.771	752.384	481.784	410.427	658.288
Agfg2	313.672	155.953	143.321	126.93	154.273	224.459	320.223	238.7
Aggf1	179.731	148.024	146.869	133.879	167.018	188.966	153.346	168.085
Agk	654.794	437.463	341.232	398.751	213.094	195.988	234.53	479.455
Agl	715.68	855.101	743.876	659.911	786.99	714.412	568.284	576.429
Agmat	49.0965	30.3977	24.7286	17.5879	40.5075	73.2507	72.163	30.9901
Agmo	97.0409	163.883	89.0442	77.8443	106.464	103.262	90.2037	63.5226
Ago1	233.065	130.842	104.687	76.0559	49.5401	159.018	72.163	164.016
Ago2	139.623	74.0118	71.7784	72.2193	104.94	133.607	54.1222	110.837
Ago3	84.7895	39.6492	38.027	16.2978	40.4245	152.13	117.265	32.5246
Ago4	53.9272	29.0761	23.106	13.1627	42.0733	90.2728	153.346	34.5947
Agpat1	2929.12	1030.88	605.712	632.872	462.32	442.339	460.039	1396.02
Agpat2	224.154	166.527	131.221	72.129	154.19	195.3	275.121	210.117
Agpat3	278.596	84.5849	147.24	143.782	144.783	270.971	207.469	135.906
Agpat4	848.668	420.281	189.148	146.374	89.8401	119.126	162.367	243.529
Agpat5	1494.68	1007.09	618.408	703.451	344.966	254.882	333.754	494.183
Agps	324.585	561.697	325.006	352.291	286.518	230.987	202.958	316.672
Agr2	113.912	76.6551	86.1024	64.0704	86.1689	104.089	72.163	71.5067
Agr3	96.932	114.983	101.664	43.9134	91.7794	126.829	58.6324	56.7983
Agrn	2028.07	448.036	271.688	195.369	273.648	499.869	744.181	268.132
Agrp	326.221	99.123	53.6171	54.0653	42.1562	145.343	117.265	98.9156
Agt	218.803	273.579	110.388	133.721	93.7604	149.117	112.755	231.216
Agtpbp1	730.499	697.826	977.262	1104.42	814.711	841.555	834.385	1163.61
Agtr1a	346.934	269.615	669.145	938.85	750.445	489.299	487.1	651.564
Agtr1b	121.975	83.2633	128.299	86.1287	172.214	175.628	139.816	86.626
Agtr2	55.6127	163.883	94.8797	82.3373	101.103	112.331	108.244	63.9685
Agtrap	217.606	114.983	132.762	89.8524	49.7062	162.962	135.306	130.309
Agxt	104.294	37.0059	41.2818	32.6294	53.3359	129.422	162.367	39.3501
Agxt2	54.945	42.2925	94.5859	72.2193	126.967	102.21	108.244	56.814
Ahctf1	121.47	63.4387	132.854	98.68	121.523	169.348	202.958	174.845
Ahcy	69.1144	37.0059	35.7447	19.478	40.4245	87.945	157.857	28.1957
Ahcyl1	92.1814	55.5089	82.1062	62.7011	84.2711	114.724	76.6732	63.9997
Ahcyl2	3550.27	2030.04	1092.26	1185.81	776.185	711.783	784.772	1368.48
Ahdc1	698.041	269.615	192.74	143.103	223.942	340.122	148.836	317.816
Ahi1	1772.63	1018.98	977.179	877.417	740.22	515.923	446.508	893.981
Ahnak	295.858	64.7603	176.976	153.855	102.959	178.207	171.387	133.526
Ahnak2	189.255	54.1872	115.073	33.8179	132.495	340.459	198.448	59.1936
Ahr	102.369	48.9007	56.2364	38.3336	47.7253	95.971	94.7139	31.7574
Ahrr	179.544	136.129	359.191	442.812	319.6	291.53	302.182	322.175
Ahsa1	3375.6	2225.64	1171.64	1487.81	1070	568.622	829.874	1843.11
Ahsa2	208.264	229.965	241.831	334.205	280.907	190.74	311.203	267.764
Ahsg	110.401	44.9358	43.2366	23.858	40.3415	149.966	67.6528	37.7455
Aicda	97.5453	55.5089	58.8268	68.3601	115.621	96.7142	76.6732	35.3191
Aida	859.198	570.948	389.36	392.062	314.446	277.118	338.264	439.353
Aif1	197.053	138.772	167.948	121.916	95.4091	151.133	144.326	237.569
Aif1l	209.259	99.123	33.1496	13.7852	14.6017	99.9203	112.755	46.8571
Aifm1	76.0531	150.667	104.008	86.0496	53.3359	118.354	175.897	80.2503
Aifm2	198.851	286.796	172.585	161.314	144.783	240.542	320.223	233.236
Aifm3	471.832	371.381	321.799	301.462	348.803	285.772	387.876	469.188
Aig1	434.915	754.656	1091.44	1116.79	1022.32	528.261	775.752	1165.48
Aim2	179.732	371.381	220.319	121.95	172.463	262.674	257.081	132.332
Aimp1	107.575	134.807	186.572	145.559	143.01	180.698	135.306	127.561
Aimp2	98.8089	67.4036	61.1859	56.4763	95.3259	116.153	126.285	69.5379
Aip	198.963	83.2633	70.5122	26.4046	60.5122	148.933	99.2241	84.5948
Aipl1	238.868	153.31	206.76	251.053	321.373	188.254	108.244	302.34
Aire	111.714	23.7895	63.6849	37.6658	95.5335	115.338	85.6935	58.3835
Airn	174.082	104.41	133.249	78.4329	68.1035	75.054	112.755	129.138
Ajap1	111.483	155.953	112.131	119.313	115.497	176.544	126.285	284.45
Ajuba	256.37	321.158	353.832	373.127	263.785	251.514	342.774	571.662
Ak1	1695.29	926.469	454.211	569.673	399.827	571.463	487.1	1084.05
Ak2	735.833	454.644	266.478	324.087	203.771	184.423	148.836	485.424
Ak3	149.642	141.415	188.171	219.171	266.43	152.165	284.142	202.156
Ak4	359.654	584.165	715.464	678.856	545.398	275.257	315.713	898.523
Ak5	188.565	169.17	130.595	115.578	167.101	157.811	175.897	113.264
Ak6	0	0	0	0	0	0	0	0
Ak7	192.782	120.269	117.028	91.6408	91.7379	255.487	270.611	141.823
Ak8	380.514	146.702	103.633	136.358	69.5448	162.242	184.918	265.784
Akain1	236.349	167.848	178.113	138.87	146.557	147.493	139.816	245.498
Akap1	155.431	83.2633	95.8475	74.1884	91.9039	163.667	130.795	110.829
Akap10	140.729	129.521	96.2181	52.7751	93.4695	224.618	139.816	80.2581
Akap11	134.244	104.41	121.852	153.233	119.002	132.363	153.346	113.542
Akap12	913.116	613.241	799.434	939.133	640.392	442.724	631.426	768.707
Akap13	2863.24	3289.56	1866.36	2159.99	1925.39	970.686	1023.81	1830.84
Akap14	64.8188	39.6492	63.6464	25.1934	53.2528	79.6516	72.163	46.5047
Akap17b	78.2877	50.2223	73.7862	33.9422	45.7859	77.1454	81.1834	39.3462
Akap2	311.001	331.732	179.711	148.807	193.131	257.745	387.876	157.338
Akap3	114.216	67.4036	133.292	176.513	117.478	125.726	85.6935	160.621
Akap4	68.6449	74.0118	63.9594	28.2607	42.4053	107.209	54.1222	15.495
Akap5	1201.43	1119.43	700.452	842.365	512.274	408.24	473.57	1258.34
Akap6	891.221	1206.66	882.478	963.331	747.728	547.951	653.977	958.596
Akap7	251.895	436.141	305.462	373.24	313.74	253.424	288.652	324.183
Akap8	96.6584	40.9708	67.6089	28.272	40.2999	110.665	117.265	76.6379
Akap8l	939.585	166.527	161.786	157.012	220.188	173.729	270.611	281.24
Akap9	837.606	240.538	214.498	214.576	203.771	166.179	126.285	194.998
Akip1	606.688	277.544	313.927	302.3	203.855	173.966	175.897	304.611
Akirin1	37.7401	34.3626	18.5127	6.9152	14.6017	40.8801	72.163	16.72
Akirin2	1298.78	1319	756.24	916.712	891.266	350.668	622.406	767.524
Akna	1038.08	837.92	952.264	1066.26	1218.21	833.867	906.547	1021.75
Aknad1	196.95	157.275	334.072	356.127	281.073	326.638	239.04	333.667
Akp3	99.62	39.6492	72.1155	22.5453	31.1427	98.9463	67.6528	36.579
Akr1a1	126.769	39.6492	32.8366	26.3368	49.4986	92.203	36.0815	45.272
Akr1b10	135.426	171.813	95.5393	91.7199	117.311	114.944	153.346	150.548
Akr1b3	221.122	337.018	160.558	154.432	141.278	182.334	211.979	142.246
Akr1b7	48.8156	22.4679	37.0592	15.0867	36.7948	75.9182	31.5713	29.3621
Akr1b8	150.369	52.8656	53.9445	38.3222	45.9105	85.4764	63.1426	43.7258
Akr1c12	73.0204	55.5089	79.6217	65.9831	79.1171	76.6613	76.6732	46.8766
Akr1c13	144.355	307.942	379.591	373.738	431.467	208.888	220.999	198.998
Akr1c14	120.61	89.8715	118.631	101.748	145.198	150.041	108.244	63.9373
Akr1c18	76.1001	235.252	180.678	232.888	216.641	145.821	162.367	120.406
Akr1c19	83.6397	83.2633	72.8184	84.1709	95.7826	116.081	67.6528	44.8962
Akr1c20	134.21	114.983	269.405	251.878	249.848	238.839	284.142	174.802
Akr1c21	81.9989	70.0469	81.8798	84.7708	69.9184	100.736	99.2241	51.2289
Akr1c6	66.7919	66.082	59.7993	50.2625	38.5681	79.3116	36.0815	23.0489
Akr1cl	172.254	113.661	116.368	109.376	122.84	207.474	175.897	97.6711
Akr1d1	56.3727	30.3977	33.1977	30.7959	49.7062	106.382	76.6732	49.2601
Akr1e1	117.382	121.591	144.905	93.5309	178.239	158.877	153.346	92.9664
Akr7a5	474.022	159.918	111.79	101.238	56.9655	160.438	121.775	222.407
Akt1	318.117	74.0118	82.1543	36.4434	58.5728	180.972	193.938	93.7376
Akt1s1	6482.36	1798.75	920.303	822.696	399.827	498.862	550.243	1988.97
Akt2	899.131	611.919	303.725	202.092	154.19	293.844	329.244	444.183
Akt3	197.065	278.866	239.212	291.967	330.904	188.577	144.326	339.159
Aktip	1275.91	767.873	773.983	929.649	807.452	628.761	653.977	982.471
Alad	185.607	293.404	215.697	213.998	180.344	162.57	207.469	174.317
Alas1	134.079	134.807	294.413	400.81	229.635	206.083	207.469	661.768
Alas2	71.7674	35.6843	34.3967	15.1657	49.3742	71.6461	72.163	21.0255
Alb	74.1251	173.135	232.452	214.621	176.59	132.06	175.897	182.767
Alcam	340.261	263.006	283.358	282.765	295.219	303.287	275.121	169.914
Aldh16a1	245.419	67.4036	59.7993	30.083	71.5672	226.118	162.367	38.9431
Aldh18a1	272.017	120.269	176.788	201.673	214.868	277.153	311.203	181.894
Aldh1a1	159.708	360.808	254.749	289.804	288.665	275.375	338.264	231.178
Aldh1a2	214.084	85.9066	101.086	81.6358	67.8961	121.041	126.285	117.965
Aldh1a3	281.775	222.035	314.13	366.778	286.186	315.141	284.142	401.514
Aldh1a7	91.9136	48.9007	87.7298	67.9296	55.1091	92.439	202.958	61.1702
Aldh1b1	560.949	179.743	167.766	168.138	124.904	223.382	261.591	251.459
Aldh1l1	365.604	395.17	86.449	54.0766	69.8769	184.694	85.6935	73.0957
Aldh1l2	227.718	100.445	113.127	84.6805	144.95	261.049	198.448	127.111
Aldh2	171.636	79.2984	71.1525	42.7249	51.3135	229.238	333.754	67.1232
Aldh3a1	111.404	58.1521	94.2345	73.5433	106.132	90.9586	67.6528	187.569
Aldh3a2	70.8655	40.9708	71.1477	52.7413	115.745	100.012	49.6121	114.023
Aldh3b1	220.355	95.1581	53.6412	24.4918	44.1372	141.125	175.897	59.5305
Aldh3b2	74.3625	30.3977	27.6223	22.0245	14.7677	89.8233	112.755	25.0254
Aldh3b3	158.529	75.3335	50.0254	45.2713	49.4156	185.725	234.53	61.1896
Aldh4a1	1555.8	654.212	216.385	228.496	159.924	188.372	94.7139	566.473
Aldh5a1	133.868	185.03	252.919	319.741	229.428	201.453	216.489	272.856
Aldh6a1	55.6783	31.7194	38.3592	23.2129	25.7398	98.9092	99.2241	21.045
Aldh7a1	104.986	1279.35	996.694	1167.46	1073.38	442.384	581.814	1115.89
Aldh8a1	176.58	261.685	216.357	241.286	170.523	142.86	198.448	246.266
Aldh9a1	684.361	574.913	299.348	347.243	423.71	197.452	184.918	340.837
Aldoa	359.221	151.989	221.609	223.018	221.422	193.871	157.857	544.613
Aldoart1	111.743	67.4036	107.885	83.492	137.649	142.558	139.816	70.6848
Aldoart2	96.0812	249.79	171.921	216.827	146.598	149.068	103.734	192.266
Aldob	74.9758	111.018	184.887	138.78	174.817	171.754	351.795	174.779
Aldoc	569.06	289.439	105.323	137.546	143.383	183.464	85.6935	278.14
Alg1	410.061	289.439	207.993	190.389	123.005	153.461	171.387	273.764
Alg10b	1108.73	1328.25	425.928	466.103	405.644	229.276	324.733	665.474
Alg11	3407.15	2866.64	2385.38	2747.23	2303.11	914.715	1023.81	1517.83
Alg12	93.5719	52.8656	33.8285	26.9706	76.8043	126.304	85.6935	39.722
Alg13	497.378	503.545	432.274	470.495	344.884	291.024	360.815	322.668
Alg14	1297.22	2587.77	1331.14	1603.03	1526.05	557.641	726.14	1405.23
Alg2	100.48	47.579	41.2577	20.7343	14.7677	86.0007	27.0611	23.0605
Alg3	173.518	95.1581	124.053	131.31	106.464	159.698	130.795	187.945
Alg5	1864.56	778.446	712.455	830.799	843.624	462.584	432.978	657.341
Alg6	679.511	1193.44	761.358	863.654	940.817	392.79	505.141	744.976
Alg8	561.885	231.287	283.368	336.65	222.251	158.206	135.306	254.274
Alg9	408.284	169.17	138.694	118.6	122.84	209.782	148.836	198.266
Alk	599.2	288.117	249.356	224.897	205.627	335.977	311.203	282.849
Alkal1	163.19	107.053	138.395	97.99	148.33	163.129	121.775	93.0093
Alkal2	176.091	214.106	135.521	106.218	144.907	127.696	63.1426	119.174
Alkbh1	284.204	93.8364	145.565	163.882	212.389	220.219	383.366	148.56
Alkbh2	159.383	54.1872	73.3866	39.5898	60.5952	119.449	126.285	81.4869
Alkbh3	439.938	356.843	474.196	515.642	409.44	322.72	230.02	484.401
Alkbh3os1	451.427	438.784	957.81	1000.52	797.381	366.593	487.1	1014.14
Alkbh4	1055.15	500.901	344.149	309.567	299.18	330.688	446.508	715.404
Alkbh5	1394.2	544.516	339.652	323.938	328.508	279.924	275.121	813.955
Alkbh6	1928.51	909.288	375.233	375.209	245.844	289.514	369.835	674.589
Alkbh7	948.495	1057.31	606.732	768.754	635.487	289.217	464.549	601.631
Alkbh8	1258.82	642.317	1052.04	1022.48	870.692	472.136	635.936	826.067
Allc	90.1899	46.2574	60.7094	47.2066	69.7108	120.698	67.6528	50.1093
Alms1	569.37	188.994	148.573	163.226	128.657	120.808	202.958	241.487
Alms1-ps2	9.0278	0	5.87399	3.75755	10.889	21.5851	49.6121	2.37966
Alox12	137.249	60.7954	58.2056	36.4209	106.713	189.4	117.265	71.0958
Alox12b	71.6261	111.018	85.1731	104.838	65.8737	123.182	67.6528	237.894
Alox12e	76.6273	13.2164	45.201	17.5653	18.2314	104.878	63.1426	24.6262
Alox15	45.2249	10.5731	24.6998	16.2978	10.972	106.558	81.1834	20.2465
Alox5	177.843	155.953	107.634	138.938	126.552	122.338	207.469	152.192
Alox5ap	85.2251	70.0469	32.7981	35.8097	44.1372	86.1274	36.0815	25.4051
Alox8	56.6464	35.6843	33.7803	10.0277	18.4804	95.5185	99.2241	27.0098
Aloxe3	1267.86	416.317	341.318	319.481	155.921	196.764	275.121	1029.28
Alpi	182.486	111.018	120.903	126.817	71.6502	158.928	216.489	125.514
Alpk1	183.178	175.778	173.433	130.008	188.962	251.875	293.162	105.284
Alpk2	137.448	137.451	62.7797	53.409	45.9935	110.147	130.795	79.0566
Alpk3	130.952	54.1872	73.4252	48.3838	45.8689	210.026	171.387	102.872
Alpl	177.649	72.6902	34.127	30.7959	90.0061	144.243	153.346	39.7493
Alppl2	97.1267	37.0059	66.9493	35.8775	34.897	147.44	40.5917	34.9432
Als2	375.543	828.668	1323.03	1518.67	957.845	552.531	649.467	1650.94
Als2cl	383.678	284.153	83.565	50.8738	60.6782	162.048	252.57	82.5676
Als2cr11	52.0104	22.4679	39.0237	24.5258	32.9576	66.8698	31.5713	27.409
Als2cr11b	100.869	46.2574	59.4671	60.8563	47.6838	98.2438	67.6528	55.2249
Als2cr12	69.1496	37.0059	33.1593	39.635	54.8187	83.0249	76.6732	40.9079
Alx1	73.6273	70.0469	75.7169	94.889	97.3067	114.822	90.2037	49.6594
Alx3	162.867	38.3276	78.7165	38.2544	47.5178	125.314	126.285	61.953
Alx4	166.983	63.4387	46.4384	56.4875	36.6288	123.632	63.1426	58.771
Alyref	31.8356	10.5731	2.92256	5.00253	10.972	33.543	18.0407	6.75536
Alyref2	2693.55	552.445	405.668	549.415	346.656	233.043	225.509	552.79
Amacr	765.431	1120.75	786.732	926.288	962.014	366.034	437.488	686.335
Ambn	82.1466	46.2574	67.2718	49.674	128.325	110.706	67.6528	52.0118
Ambp	149.909	67.4036	101.413	67.1603	84.5201	143.257	225.509	57.585
Ambra1	366.055	132.164	122.103	143.25	78.8265	121.108	180.407	163.299
Amd1	39.0887	42.2925	33.4626	49.6853	44.0541	25.7334	49.6121	41.2955
Amd2	6.7923	5.28656	3.57256	3.14635	3.62967	3.8227	9.02037	5.96474
Amdhd1	63.8211	29.0761	45.1529	39.5898	44.2202	107.136	126.285	35.7455
Amdhd2	1228.55	337.018	560.924	463.217	262.219	406.056	230.02	864.94
Amelx	148.019	107.053	134.553	72.7966	123.213	186.212	230.02	66.3014
Amer1	214.263	134.807	148.723	116.8	181.37	269.266	157.857	89.8157
Amer2	1001.97	543.194	256.67	317.24	207.649	190.447	261.591	349.483
