external_gene_name	E11mean	E12mean	E13mean	E14mean	E15mean	E16mean	E18mean	P0mean	CtrlUnInjmean	YoungFC	AdultFC	UnInjCST_FC	InjCST_FC
A1bg	0.005	0.0	0.0	0.015	0.0	0.0	0.0	0.01	0.0	115.103			103.01700000000001
A1cf	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.015	156.939			159.571
A2m	1.255	2.67	1.7850000000000001	1.795	4.27	3.1799999999999997	5.555	5.845000000000001	1.555	192.233			333.779
A2ml1	0.0	0.0	0.095	0.215	0.33999999999999997	0.395	0.33999999999999997	1.29	1.8199999999999998	70.1519			92.3617
A3galt2	0.065	0.44	0.395	0.645	0.275	0.44	0.35	0.085	0.07	253.172			71.7737
A4galt	0.305	1.055	0.975	1.255	1.195	1.29	1.82	3.0650000000000004	0.89	93.5359			56.2845
A4gnt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.18	57.6487			38.0221
AV064505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0935			62.433
AV320801	0.0	0.0	0.0	0.0	0.02	0.0	0.03	0.005	0.04	1.6168799999999999			1.6273799999999998
AW112010	0.0	0.215	0.075	0.03	0.225	0.065	0.16999999999999998	0.265	3.9749999999999996	93.3482			117.697
AW146154	1.835	2.9050000000000002	2.41	2.09	2.09	1.645	2.065	1.5150000000000001	3.0949999999999998	109.18299999999999			72.5295
AW551984	2.245	13.245000000000001	19.875	21.665	50.33	37.89	44.58	61.68000000000001	6.475	114.021			91.0375
Aaas	66.94	78.485	57.685	49.375	36.67	34.265	34.43	26.395000000000003	4.82	139.034			52.6397
Aacs	31.835	44.055	47.35	44.879999999999995	51.394999999999996	66.785	68.975	76.89	10.23	411.235			179.745
Aadac	0.0	0.0	0.0	0.195	0.0	0.095	0.0	0.0	0.04	86.0563			76.0395
Aadacl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.2904			118.67399999999999
Aadacl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.4439			76.7039
Aadacl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.9272			34.1174
Aadat	0.8500000000000001	1.495	0.7150000000000001	0.455	0.525	0.52	0.55	0.835	0.175	745.4169999999999			1052.45
Aagab	37.095	48.025000000000006	50.015	48.730000000000004	59.62	55.31	63.64	54.425	23.900000000000002	915.248			487.832
Aak1	3.7800000000000002	10.325	13.93	11.73	13.725000000000001	16.39	16.41	12.905	80.28	1645.47			443.68
Aamdc	15.715	24.35	26.634999999999998	35.325	49.96	42.239999999999995	43.265	48.129999999999995	29.58	88.3298			58.5186
Aamp	133.645	154.775	154.48000000000002	168.94	192.875	176.28500000000003	188.335	181.13	57.17	231.209			99.1118
Aanat	0.01	0.05	0.1	0.265	0.175	0.1	0.14	0.76	0.045	500.968			184.044
Aar2	28.46	37.895	36.555	34.995	42.894999999999996	36.739999999999995	40.54	34.205	13.31	184.239			57.5412
Aard	2.165	3.715	2.16	1.345	2.175	2.795	2.5650000000000004	4.73	3.1550000000000002	206.385			346.389
Aars	49.46	68.85	70.93	55.61	53.584999999999994	57.885	58.62	60.75	25.745	841.703			329.56
Aars2	17.9	18.66	19.655	14.445	9.705	13.77	13.06	9.399999999999999	6.215	1591.58			413.082
Aarsd1	61.21	84.13	79.85	89.36	76.975	78.34	77.82	81.71000000000001	26.855	68.5297			42.8658
Aasdh	13.275	19.655	17.375	18.445	15.09	21.08	18.38	8.445	12.260000000000002	512.085			271.625
Aasdhppt	16.700000000000003	25.44	26.585	28.225	30.005000000000003	28.895	33.510000000000005	25.475	30.715	90.565			88.4134
Aass	1.71	2.385	1.2850000000000001	0.845	0.7	0.435	0.585	0.395	3.39	99.9113			78.9765
Aatf	34.97	43.58	48.69	44.2	38.685	45.349999999999994	43.59	31.865000000000002	8.2	153.269			143.562
Aatk	0.875	2.5149999999999997	5.6850000000000005	6.369999999999999	12.32	18.42	16.97	25.130000000000003	53.65	202.108			80.5654
Abat	8.93	17.77	36.075	37.275000000000006	29.775	40.79	35.695	52.43000000000001	94.89	1007.47			156.017
Abca1	1.305	4.18	5.5649999999999995	5.3149999999999995	9.23	8.370000000000001	10.205	4.295	7.165	93.4204			124.833
Abca12	0.005	0.0	0.01	0.005	0.01	0.03	0.025	0.025	0.08	479.30199999999996			591.257
Abca13	0.01	0.01	0.025	0.06999999999999999	0.025	0.015	0.035	0.035	0.02	160.275			166.06599999999997
Abca14	0.01	0.0	0.0	0.0	0.005	0.01	0.0	0.08	0.065	306.005			802.673
Abca15	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	293.586			272.029
Abca16	0.005	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	83.9674			63.6656
Abca17	0.005	0.025	0.015	0.03	0.035	0.030000000000000002	0.065	0.1	0.135	129.947			77.3058
Abca2	4.885	8.105	9.715	5.890000000000001	7.935	10.719999999999999	10.36	8.280000000000001	37.33	1395.9			247.715
Abca3	4.835	10.42	14.22	12.065000000000001	14.97	17.28	18.655	15.934999999999999	14.305	1164.51			408.099
Abca4	1.1549999999999998	1.8450000000000002	1.02	0.795	0.94	1.085	1.02	0.9099999999999999	1.42	440.48800000000006			488.135
Abca5	1.465	2.385	3.295	4.305	8.815	5.355	7.51	6.515000000000001	18.9	358.966			601.571
Abca6	0.045	0.28500000000000003	0.115	0.045	0.155	0.25	0.18	0.55	1.21	166.731			98.8086
Abca7	1.645	2.91	4.855	2.925	2.22	3.205	2.9850000000000003	0.94	2.87	1333.9			507.94300000000004
Abca8a	0.005	0.005	0.005	0.255	1.335	1.53	2.48	1.2349999999999999	3.9	106.34899999999999			80.9457
Abca8b	0.14	0.5349999999999999	0.56	0.605	1.24	0.74	1.24	0.565	6.4350000000000005	298.112			158.189
Abca9	1.3050000000000002	2.8049999999999997	2.495	1.19	3.125	1.83	3.545	1.745	2.965	134.526			256.786
Abcb10	11.504999999999999	19.314999999999998	13.870000000000001	7.4	9.595	8.885	9.25	8.005	8.165	69.9735			33.1352
Abcb11	0.0	0.0	0.025	0.02	0.02	0.01	0.0	0.06	0.02	93.2259			50.3817
Abcb1a	0.125	0.39	0.675	0.665	1.35	0.9849999999999999	1.595	1.76	10.715	125.334			235.00799999999998
Abcb1b	0.255	0.35	0.19	0.22999999999999998	0.185	0.22999999999999998	0.16999999999999998	0.25	1.355	496.414			356.14300000000003
Abcb4	0.16	0.495	0.71	0.355	0.19	0.315	0.23	0.32999999999999996	1.4100000000000001	599.8			633.753
Abcb5	0.01	0.0	0.015	0.005	0.08	0.0	0.08	0.015	0.0	154.623			112.12100000000001
Abcb6	23.7	22.86	27.705	25.19	23.915	36.504999999999995	31.65	41.68000000000001	7.550000000000001	1866.51			465.05300000000005
Abcb7	7.62	14.790000000000001	13.505	9.13	9.745000000000001	7.785	9.885000000000002	2.62	25.995	104.921			130.388
Abcb8	30.455	39.730000000000004	37.370000000000005	36.125	32.269999999999996	39.675	37.230000000000004	35.4	13.145	563.882			426.279
Abcb9	0.325	1.26	2.51	4.745	5.545	8.46	7.664999999999999	14.2	11.86	464.45			173.53799999999998
Abcc1	5.16	6.95	6.9350000000000005	6.475	4.105	7.455	6.619999999999999	4.225	3.0949999999999998	932.927			695.117
Abcc10	3.24	6.135	6.705	5.26	4.62	6.0649999999999995	5.859999999999999	3.685	1.77	334.619			114.712
Abcc12	0.02	0.08499999999999999	0.125	0.16	0.22000000000000003	0.16999999999999998	0.27	0.395	0.185	353.722			223.93
Abcc2	0.034999999999999996	0.0	0.07	0.02	0.01	0.04	0.01	0.02	0.06999999999999999	34.9572			50.0735
Abcc3	0.095	0.42500000000000004	0.355	0.35	0.835	0.515	0.955	0.8	0.5700000000000001	198.84599999999998			82.2024
Abcc4	1.65	2.875	1.775	0.8200000000000001	0.96	0.865	1.02	1.275	2.205	107.74			76.9929
Abcc5	33.120000000000005	56.855000000000004	95.53	98.08500000000001	103.305	134.44	131.70499999999998	65.005	79.9	609.19			360.82300000000004
Abcc6	0.11499999999999999	0.14	0.12	0.125	0.265	0.22	0.33	0.195	0.43	99.0847			37.4107
Abcc8	0.265	0.24	0.72	3.3249999999999997	6.15	11.280000000000001	10.795	2.59	4.165	445.36800000000005			179.05599999999998
Abcc9	0.42500000000000004	1.2000000000000002	1.62	1.355	1.9649999999999999	2.3200000000000003	2.235	1.185	1.8849999999999998	70.0365			51.3494
Abcd1	5.234999999999999	7.77	8.075	8.0	6.925	9.56	8.67	6.04	3.475	1603.84			709.6289999999999
Abcd2	6.895	15.739999999999998	18.659999999999997	18.685000000000002	12.27	13.855	12.844999999999999	3.06	18.58	54.2164			25.0464
Abcd3	22.25	44.15	50.86	45.38	56.61	52.155	60.650000000000006	48.705	43.4	104.806			91.6586
Abcd4	4.625	6.98	8.215	8.295	4.3999999999999995	7.37	5.865	3.715	3.88	114.21600000000001			44.81100000000001
Abce1	81.815	112.715	95.935	71.965	56.51	68.00999999999999	74.075	55.315	64.03	163.678			206.717
Abcf1	64.445	88.06	94.265	92.07499999999999	53.370000000000005	71.1	69.065	78.32	29.185	160.84			320.19599999999997
Abcf2	106.06	125.92999999999999	116.905	100.38	94.06	85.61500000000001	93.94	65.46000000000001	38.72	102.52799999999999			33.1352
Abcf3	29.435	41.13	54.715	58.515	52.705	57.75	57.629999999999995	48.495	24.755	1824.35			492.24699999999996
Abcg1	5.9399999999999995	12.879999999999999	19.75	23.020000000000003	23.27	24.93	25.21	15.325	17.185	580.638			89.3812
Abcg2	25.175	30.865000000000002	22.41	23.310000000000002	25.21	20.509999999999998	25.805	18.705	15.695	799.852			1096.12
Abcg3	0.14	0.215	0.22999999999999998	0.245	0.48000000000000004	0.18	0.47000000000000003	0.20500000000000002	0.33499999999999996	49.465			64.6719
Abcg4	3.395	6.470000000000001	9.27	8.385	6.42	12.34	10.625	15.18	15.605	145.935			51.3687
Abcg5	2.895	4.385	2.9050000000000002	3.475	3.21	2.085	1.965	0.885	0.065	108.999			44.5028
Abcg8	0.155	0.26	0.095	0.19	0.045	0.175	0.04	0.11000000000000001	0.015	302.527			161.805
Abhd1	0.79	1.3050000000000002	1.6099999999999999	1.46	2.365	2.36	2.1	1.0899999999999999	1.375	483.425			171.89700000000002
Abhd10	22.285	29.515	35.53	38.894999999999996	32.87	33.985	33.995	24.45	16.38	117.999			93.51700000000001
Abhd11	21.775	29.735	34.47	40.235	55.63	56.515	57.47	72.965	15.665	5235.95			973.01
Abhd11os	1.0	1.405	1.225	0.6	0.885	1.04	0.81	1.38	2.76	295.682			109.757
Abhd12	25.915	44.900000000000006	48.870000000000005	60.3	81.22	81.78999999999999	89.75	128.005	238.355	461.548			1104.95
Abhd12b	0.0	0.015	0.0	0.02	0.11499999999999999	0.005	0.07500000000000001	0.09	2.715	153.809			44.1754
Abhd13	8.19	17.3	17.415	11.915	16.08	13.385	15.925	11.04	19.395	2110.18			1074.69
Abhd14a	22.895	31.695	32.010000000000005	38.275000000000006	47.705	55.67	56.86	73.46000000000001	18.994999999999997	182.28			49.6691
Abhd14b	3.325	4.515000000000001	4.265	3.3899999999999997	5.645	6.095000000000001	5.800000000000001	7.995	11.51	845.913			328.20300000000003
Abhd15	2.77	2.625	3.5700000000000003	2.8449999999999998	1.2850000000000001	1.775	1.365	1.06	0.415	812.914			123.50399999999999
Abhd16a	28.43	42.230000000000004	53.575	63.34	61.42	78.805	71.75	80.25	39.435	1014.84			165.43
Abhd16b	0.07500000000000001	0.08499999999999999	0.06	0.09	0.015	0.025	0.04	0.0	0.0	88.7912			24.7238
Abhd17a	40.06	85.365	71.80000000000001	61.415	103.045	98.66499999999999	89.96000000000001	131.29000000000002	59.565	248.53599999999997			65.3796
Abhd17b	14.620000000000001	31.35	32.525	27.665	32.305	29.815	33.09	33.53	36.71	3343.78			1966.83
Abhd17c	7.235	56.84	43.125	11.01	17.075000000000003	62.69	23.375	78.58	17.095	162.22799999999998			77.3299
Abhd18	3.36	6.91	8.14	11.059999999999999	7.595000000000001	14.49	10.605	7.255	14.75	2100.47			1728.66
Abhd2	4.405	10.815000000000001	11.315000000000001	14.215	19.345	19.515	21.445	20.65	19.34	3588.09			1884.17
Abhd3	0.46499999999999997	0.72	1.39	1.835	2.445	2.08	2.15	6.455	57.795	98.5542			53.8868
Abhd4	22.915	39.96	37.485	39.269999999999996	51.82	40.47	49.394999999999996	54.93	26.88	2973.61			1285.58
Abhd5	10.620000000000001	14.56	13.875	14.405	23.259999999999998	17.385	23.39	21.78	20.0	371.14300000000003			143.96200000000002
Abhd6	10.46	15.17	16.45	23.0	27.985	27.285	29.365000000000002	27.225	30.049999999999997	783.803			901.549
Abhd8	35.894999999999996	59.87	80.455	77.49	70.58	114.465	87.185	142.12	86.49	667.102			176.46099999999998
Abi1	20.07	34.305	35.35	38.620000000000005	58.965	47.775000000000006	58.665	58.095	101.095	129.928			205.25799999999998
Abi2	28.634999999999998	49.66	58.24	46.91	46.535	57.715	56.93	91.41	87.08	1025.77			417.353
Abi3	1.885	0.8400000000000001	1.97	1.025	0.645	1.5299999999999998	1.095	1.2149999999999999	1.845	199.822			53.6461
Abi3bp	0.12000000000000001	0.43	0.46499999999999997	0.185	0.19	0.15	0.31	0.505	3.045	165.331			208.055
Abl1	27.965	43.535	37.86	23.455	17.91	19.555	19.735	10.55	13.225	2012.09			500.004
Abl2	2.675	4.545	5.6899999999999995	5.125	5.785	5.54	6.5600000000000005	3.13	9.49	932.2289999999999			361.04900000000004
Ablim1	11.129999999999999	14.594999999999999	13.86	14.73	24.975	31.060000000000002	35.445	39.69	29.235	558.328			286.964
Ablim2	0.14	0.115	1.025	2.295	5.09	7.285	7.13	13.405000000000001	48.0	1899.01			1244.69
Ablim3	0.04	0.37	2.6900000000000004	6.15	18.91	16.619999999999997	21.78	35.94	5.315	217.328			205.475
Abo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	63.8798			36.3995
Abr	14.344999999999999	38.41	62.415	60.715	81.86	92.055	94.375	89.03	110.695	434.995			319.151
Abra	0.0	0.09000000000000001	0.0	0.0	0.025	0.045	0.0	0.01	0.155	179.78599999999997			429.298
Abracl	74.725	129.945	181.43	235.07	192.825	177.835	182.63	83.8	28.585	108.014			62.0719
Abraxas1	18.66	28.345	21.62	21.0	10.53	13.515	11.52	7.63	6.365	98.404			75.0814
Abraxas2	15.030000000000001	25.45	26.975	30.759999999999998	31.66	28.775	34.260000000000005	20.35	20.54	231.572			144.582
Abt1	29.935000000000002	36.620000000000005	37.980000000000004	37.834999999999994	39.105000000000004	37.32	38.129999999999995	24.095	10.005	137.76			89.025
Abtb1	9.485	10.120000000000001	14.95	19.43	21.479999999999997	24.475	24.78	19.955	9.84	231.605			79.9876
Abtb2	6.640000000000001	11.885	12.625	6.335	4.125	6.135	5.824999999999999	5.49	2.45	1377.17			327.312
Acaa1a	40.225	54.900000000000006	61.78	74.97999999999999	78.895	89.725	86.05	71.565	29.495	1367.49			663.816
Acaa1b	0.9299999999999999	0.8300000000000001	1.26	0.97	1.145	1.33	1.1400000000000001	2.065	0.24	74.9827			41.9654
Acaa2	41.985	41.86	35.88	46.195	43.974999999999994	44.22	49.545	61.685	13.575	362.751			159.84
Acaca	14.385000000000002	27.84	30.65	17.865000000000002	23.78	22.195	26.09	13.265	19.33	849.5369999999999			297.235
Acacb	1.335	1.255	1.4649999999999999	1.01	2.58	1.905	1.535	2.995	0.755	278.322			425.793
Acad10	1.09	1.52	1.605	1.1099999999999999	0.79	0.875	0.655	0.73	0.79	90.4859			59.1445
Acad11	4.825	6.414999999999999	6.359999999999999	5.245	6.71	4.675000000000001	6.5649999999999995	3.8449999999999998	11.54	799.455			268.428
Acad12	1.21	1.395	0.9550000000000001	0.88	0.935	0.785	0.97	0.62	1.1949999999999998	191.93			113.38799999999999
Acad8	24.17	31.380000000000003	33.915	33.625	29.425	36.53	36.795	19.295	13.13	154.624			99.8053
Acad9	23.355	30.105	33.385000000000005	33.015	32.545	33.58	34.83	22.08	14.440000000000001	577.561			181.675
Acadl	22.009999999999998	40.11	36.05	28.555	29.915	27.09	31.905	43.5	34.44	86.3973			56.8623
Acadm	19.18	31.985	34.004999999999995	29.1	33.985	30.450000000000003	34.715	32.09	28.189999999999998	82.345			41.2385
Acads	34.455	24.41	27.755000000000003	23.405	15.335	19.095	15.93	10.42	3.845	143.542			37.7236
Acadsb	18.47	34.075	38.595	40.65	51.400000000000006	55.28	62.97	27.86	45.81	927.455			454.61
Acadvl	23.05	36.225	37.879999999999995	41.519999999999996	46.86	48.545	50.215	42.105	19.505000000000003	197.083			60.1316
Acan	0.055	0.07	0.335	0.015	0.045000000000000005	0.05	0.39	0.215	0.63	319.231			163.437
Acap1	0.585	0.51	0.5449999999999999	0.26	0.115	0.415	0.275	0.31	0.015	276.397			66.3089
Acap2	8.690000000000001	18.07	17.09	9.5	8.95	8.92	9.96	4.275	22.255000000000003	109.15			65.6445
Acap3	13.385	27.625	43.535	45.075	58.295	69.275	73.25	76.455	27.784999999999997	578.75			194.608
Acat1	15.925	36.555	67.44	105.36500000000001	161.35500000000002	145.13	160.745	176.41	50.045	68.8396			58.196000000000005
Acat2	217.68	264.565	310.83	290.56	179.745	266.805	232.715	230.865	27.07	95.5043			29.8564
Acat3	1.03	0.895	1.37	1.075	0.49	0.855	0.7949999999999999	0.6599999999999999	4.04	200.68099999999998			40.2995
Acbd3	8.635	17.619999999999997	19.08	15.955	14.865	18.415	18.285	11.379999999999999	18.195	492.03			143.96200000000002
Acbd4	3.84	6.29	5.279999999999999	6.78	9.24	12.155000000000001	11.969999999999999	20.09	19.865	1469.8			463.49699999999996
Acbd5	10.685	23.145	37.285	37.035	30.125	40.905	41.94	30.150000000000002	53.22	2856.95			1655.26
Acbd6	39.58	66.715	73.85	65.765	77.57	84.05	74.63499999999999	125.38	45.72	375.745			301.279
Acbd7	0.11499999999999999	0.235	0.56	0.605	1.27	0.92	1.025	3.8	0.7350000000000001	745.426			555.0219999999999
Accs	4.845	7.38	6.62	7.5	5.34	6.025	4.725	3.765	2.085	154.566			192.417
Accsl	0.19	0.065	0.245	0.515	0.7849999999999999	0.445	0.7949999999999999	0.25	0.47500000000000003	110.444			60.0449
Acd	40.2	60.5	68.86500000000001	80.14	70.21000000000001	82.19	78.91499999999999	76.72999999999999	15.65	234.452			82.5202
Ace	0.285	0.625	0.575	0.645	2.125	1.9899999999999998	2.745	5.6899999999999995	4.885	276.749			170.269
Ace2	0.14	0.195	0.12	0.11	0.085	0.095	0.20500000000000002	0.48	1.295	130.577			158.892
Ace3	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.02	0.0	56.8772			32.1145
Acer1	0.0	0.0	0.0	0.0	0.01	0.0	0.015	0.0	0.0	94.5746			40.6607
Acer2	4.525	6.675000000000001	9.985	10.205	10.91	8.955	10.085	8.215	4.675000000000001	831.596			285.125
Acer3	9.825	10.370000000000001	7.355	7.93	7.72	6.98	7.13	8.015	10.38	60.1942			23.756
Ache	1.115	2.635	2.705	2.825	7.53	7.805	8.965	48.36	23.77	1681.01			427.425
Acin1	77.855	122.025	154.51	166.73000000000002	107.455	143.985	117.61500000000001	74.83	64.62	1560.84			739.441
Ackr1	0.55	3.29	3.9	7.619999999999999	9.475000000000001	9.24	10.375	10.835	16.465	382.36300000000006			372.23900000000003
Ackr2	0.245	0.6950000000000001	0.755	1.21	1.73	1.9100000000000001	2.19	0.885	0.84	172.94400000000002			395.07099999999997
Ackr3	11.105	25.035	22.369999999999997	23.97	31.035	19.634999999999998	25.35	9.370000000000001	3.8899999999999997	696.3430000000001			287.88
Ackr4	0.235	0.47	0.335	0.325	0.235	0.43	0.275	0.445	0.15	101.12700000000001			127.803
Acly	158.14499999999998	233.63	279.425	217.76	171.535	193.47500000000002	194.15499999999997	84.86	50.315000000000005	78.3206			29.9141
Acmsd	0.145	0.13	0.15000000000000002	0.05500000000000001	0.035	0.05500000000000001	0.065	0.065	0.02	60.6196			14.6273
Acnat1	0.03	0.05	0.185	0.0	0.0	0.0	0.0	0.02	0.035	45.571000000000005			55.5527
Acnat2	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.03	54.1384			91.0375
Aco1	29.270000000000003	51.885	51.5	44.370000000000005	44.75	43.375	48.19	31.865	9.59	3293.23			2965.82
Aco2	79.82499999999999	134.60500000000002	149.82	169.86	185.2	199.315	208.07999999999998	206.245	170.28	707.548			283.397
Acod1	0.0	0.05	0.03	0.0	0.0	0.0	0.0	0.015	0.0	106.738			422.94800000000004
Acot1	10.344999999999999	25.115000000000002	28.545	34.260000000000005	51.834999999999994	50.150000000000006	55.56999999999999	77.345	8.5	498.707			35.7544
Acot10	0.04	0.07500000000000001	0.07	0.18	0.225	0.185	0.245	0.25	0.085	238.92700000000002			84.7879
Acot11	1.095	1.335	1.16	0.66	0.865	0.91	1.0050000000000001	0.8400000000000001	9.185	193.438			116.61399999999999
Acot12	0.05	0.01	0.045	0.005	0.0	0.01	0.0	0.18000000000000002	0.34500000000000003	185.255			270.825
Acot13	33.075	47.675	47.075	53.650000000000006	56.84	49.17	50.239999999999995	64.14	126.625	131.045			184.95
Acot2	8.21	9.575	8.780000000000001	8.425	3.935	9.44	6.835000000000001	14.965	2.33	309.813			70.4352
Acot3	0.1	0.18	0.33	0.455	0.4	0.6399999999999999	0.59	0.915	0.9850000000000001	51.9977			18.219
Acot4	0.155	0.15500000000000003	0.16	0.12	0.16999999999999998	0.28	0.2	0.8049999999999999	0.78	97.6248			57.5316
Acot5	0.0	0.0	0.0	0.0	0.025	0.145	0.05	0.88	1.335	60.5889			39.6544
Acot6	0.37	1.02	0.695	0.685	1.305	0.825	1.25	1.01	3.26	152.562			50.3768
Acot7	34.114999999999995	60.69	71.28	108.58	159.02999999999997	177.695	177.94	373.26	154.50500000000002	2138.03			396.159
Acot8	9.465	12.955	12.57	16.37	13.225	16.475	14.73	15.055	8.665	307.07599999999996			204.06900000000002
Acot9	8.89	13.969999999999999	13.725	18.035	33.415	25.11	32.82	51.085	28.48	468.717			561.859
Acox1	10.805	23.165	30.134999999999998	32.66	44.14	43.89	50.935	43.56	59.739999999999995	117.90100000000001			25.682
Acox2	0.0	0.060000000000000005	0.12000000000000001	0.0	0.14	0.01	0.1	0.385	0.065	115.699			259.145
Acox3	5.25	11.32	12.765	10.64	11.615	11.015	11.04	10.625	9.8	943.3860000000001			512.059
Acoxl	0.05	0.045	0.045	0.0	0.05	0.06	0.04	0.1	0.0	95.5751			35.7063
Acp1	58.525000000000006	75.44999999999999	59.205	54.245000000000005	52.975	41.44	46.025	46.57	30.71	68.2706			103.95100000000001
Acp2	14.275	25.4	27.384999999999998	25.805	31.73	29.02	31.175	23.49	28.895	1040.97			626.506
Acp4	0.05	0.10500000000000001	0.115	0.14500000000000002	0.060000000000000005	0.03	0.065	0.055	0.0	386.969			131.246
Acp5	11.98	13.85	3.4	0.605	0.32499999999999996	0.41000000000000003	0.355	0.54	0.23	96.8643			45.148
Acp6	18.09	22.295	22.3	17.96	13.83	18.674999999999997	18.87	9.175	12.98	903.2739999999999			575.812
Acp7	0.07	0.0	0.0	0.0	0.0	0.01	0.035	0.265	0.435	79.0643			25.3353
Acpp	0.135	0.28500000000000003	0.215	0.015	0.10500000000000001	0.08	0.10500000000000001	0.28500000000000003	0.11499999999999999	296.24			191.512
Acr	0.095	0.5	1.075	1.155	0.77	1.305	0.865	1.365	0.34	122.053			53.6653
Acrbp	6.66	12.17	13.645	16.62	10.575	19.68	15.27	10.82	4.2700000000000005	327.709			188.815
Acrv1	0.015	0.055	0.0	0.02	0.0	0.0	0.03	0.0	0.05	55.4495			59.0819
Acsbg1	4.695	14.93	15.52	12.79	17.07	17.59	18.880000000000003	30.485	53.155	101.17200000000001			105.59299999999999
Acsbg2	0.0	0.025	0.01	0.0	0.025	0.025	0.01	0.0	0.035	131.507			76.3525
Acsf2	2.025	5.17	3.085	1.3599999999999999	1.83	0.935	1.53	1.295	4.675	243.77900000000002			146.186
Acsf3	9.855	12.129999999999999	13.185	12.93	11.905000000000001	12.07	11.905000000000001	12.059999999999999	5.635	264.97900000000004			36.0722
Acsl1	3.255	4.79	4.915	4.445	7.54	6.574999999999999	8.77	17.715	19.36	1549.49			2493.73
Acsl3	46.754999999999995	76.93	76.14	58.09	72.39	62.06	78.905	56.295	176.3	0.0			0.0
Acsl4	11.16	16.04	15.754999999999999	9.985	11.735	9.625	12.76	15.47	46.82	53.9427			74.6818
Acsl5	13.844999999999999	14.995000000000001	12.085	8.54	8.495000000000001	8.795	10.61	12.600000000000001	32.315	141.575			110.162
Acsl6	6.32	13.555	21.130000000000003	21.51	22.965	31.08	30.275000000000002	39.875	98.905	993.328			767.3430000000001
Acsm1	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.02	0.03	66.4244			53.5931
Acsm2	0.0	0.0	0.0	0.0	0.04	0.0	0.05	0.0	0.0	115.64399999999999			90.0504
Acsm3	0.065	0.405	0.155	0.115	0.145	0.15	0.165	0.035	0.115	116.65299999999999			135.569
Acsm4	0.085	1.0350000000000001	6.640000000000001	0.01	0.0	0.01	0.015	0.05500000000000001	0.0	42.9483			34.4833
Acsm5	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.015	0.11000000000000001	145.197			53.3475
Acss1	8.585	37.015	40.459999999999994	27.755000000000003	15.254999999999999	21.494999999999997	17.355	9.495	8.305	122.04700000000001			62.4426
Acss2	7.455	17.27	18.75	17.405	14.76	18.28	16.89	12.575	25.314999999999998	1846.31			625.678
Acss2os	0.0	0.175	0.11	0.0	0.0	0.065	0.0	0.0	0.0	51.4764			38.624
Acss3	1.73	2.585	1.7850000000000001	0.84	0.5900000000000001	0.54	0.475	0.56	0.815	231.179			1496.44
Acta1	0.09	0.49	1.4100000000000001	2.015	3.3200000000000003	4.5	4.235	16.145	4.805000000000001	864.94			150.721
Acta2	3.935	17.805	30.505	4.51	9.965	5.915	11.735	6.795	11.105	224.762			382.36400000000003
Actb	3363.67	4930.4	5521.625	6113.145	8608.14	6060.09	7348.16	8991.43	424.31	1607.72			291.553
Actbl2	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.035	84.6235			23.7319
Actc1	0.835	0.615	3.785	17.314999999999998	0.425	10.17	1.27	0.15	0.0	209.05			385.45099999999996
Actg1	1440.995	2346.84	2442.99	2832.1	3270.42	3221.31	3425.4	3614.925	499.46000000000004	1120.18			81.562
Actg2	0.10500000000000001	2.15	2.68	0.99	1.3050000000000002	0.915	1.77	1.1300000000000001	0.08	166.226			62.0526
Actl10	0.27	0.475	0.63	0.49	0.14	0.61	0.24	0.055	0.0	516.133			120.225
Actl11	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	474.092			145.656
Actl6a	157.595	221.285	191.505	174.76	118.55	109.86	106.00999999999999	35.935	11.469999999999999	1536.89			1045.96
Actl6b	1.9049999999999998	16.54	64.33	130.465	155.875	207.68	188.11	221.655	42.345	413.283			89.3812
Actl7a	0.01	0.05	0.0	0.015	0.05	0.03	0.02	0.0	0.0	30.0609			14.3143
Actl7b	0.04	0.075	0.02	0.0	0.0	0.0	0.0	0.0	0.035	31.0994			22.1045
Actl9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.8088			19.8416
Actn1	14.165	20.61	15.225	7.125	5.73	6.1899999999999995	6.87	4.5649999999999995	25.2	628.321			126.22399999999999
Actn2	0.725	0.28	0.8999999999999999	0.925	1.0150000000000001	2.0549999999999997	1.86	3.84	5.555	391.119			764.627
Actn3	1.145	1.58	1.095	0.675	0.71	0.6599999999999999	0.7	1.71	0.405	93.137			50.7235
