external_gene_name	E11mean	E12mean	E13mean	E14mean	E15mean	E16mean	E18mean	P0mean	CtrlUnInjmean	YoungFC	AdultFC	UnInjCST_FC	InjCST_FC
Xpc	12.48	18.11	20.875	16.28	15.68	17.595	17.439999999999998	11.295	4.29	162.298			214.52200000000002
Xpnpep1	70.215	97.44	86.6	75.21000000000001	100.03999999999999	81.78	95.125	86.37	12.870000000000001	393.82800000000003			1074.58
Xpnpep2	0.385	1.42	0.715	0.495	0.945	0.475	0.8049999999999999	0.675	0.255	70.8443			65.6107
Xpnpep3	8.025	8.184999999999999	9.51	7.45	3.8100000000000005	7.88	5.615	4.915	4.855	1315.44			316.075
Xpo1	76.195	143.51999999999998	140.305	79.68	87.905	78.775	93.345	30.495	64.245	11550.6			3515.68
Xpo4	16.21	30.064999999999998	21.729999999999997	16.77	12.035	12.370000000000001	12.52	6.16	4.2	157.026			92.6552
Xpo5	39.265	61.505	56.425	37.41	41.77	32.195	40.59	17.28	12.75	878.4060000000001			373.043
Xpo6	37.09	66.995	61.73	42.84	40.905	42.045	40.900000000000006	31.449999999999996	34.17	253.481			192.43099999999998
Xpo7	12.870000000000001	7.1	18.485	14.329999999999998	10.86	16.16	15.575	7.845000000000001	9.415	647.0419999999999			459.4
Xpot	23.025	35.6	30.845	19.4	21.095	19.735	23.43	15.899999999999999	24.799999999999997	155.43200000000002			63.0204
Xpr1	5.93	12.075	27.700000000000003	38.230000000000004	39.43	58.455	51.535	28.345	33.2	291.142			145.565
Xrcc1	69.92500000000001	86.07	70.815	60.245000000000005	42.92	48.92	47.32	30.045	8.275	561.437			144.611
Xrcc2	11.8	13.76	13.254999999999999	9.175	3.7	5.915	4.215	3.12	4.01	81.297			49.3898
Xrcc3	10.379999999999999	15.719999999999999	8.915	5.015000000000001	2.785	3.8449999999999998	2.65	2.235	2.6149999999999998	228.553			88.1101
Xrcc4	4.57	8.42	10.625	12.645	12.46	13.235	13.985	15.34	12.315	94.118			363.462
Xrcc5	27.56	41.76	37.260000000000005	32.66	26.6	22.939999999999998	25.05	10.469999999999999	11.46	1156.72			442.0
Xrcc6	42.06	51.825	45.135	43.785	42.099999999999994	42.305	44.66	21.064999999999998	17.880000000000003	1093.46			436.082
Xrn1	9.75	15.35	19.950000000000003	16.835	12.66	14.91	15.82	8.35	9.135	792.123			340.19699999999995
Xrn2	51.510000000000005	84.19999999999999	89.715	75.94999999999999	82.17500000000001	74.89	86.64	62.385000000000005	26.685000000000002	1366.54			1010.92
Xrra1	0.23500000000000001	0.33	0.375	0.22000000000000003	0.33	0.405	0.355	1.49	0.35500000000000004	3093.14			1334.8
Xxylt1	7.655	11.425	10.16	5.925	6.88	7.62	7.325	9.585	9.24	175.142			50.6513
Xylb	4.715	8.05	5.04	3.505	1.9249999999999998	2.27	2.17	2.205	1.5350000000000001	331.87			216.481
Xylt1	0.775	3.015	2.86	1.5950000000000002	1.035	1.4900000000000002	1.3199999999999998	1.41	5.095	1038.39			572.957
Xylt2	8.065	15.059999999999999	12.844999999999999	7.025	6.375	8.74	6.975	8.52	8.185	149.721			85.4187
Yae1d1	20.985	34.345	34.08	36.895	35.275000000000006	32.730000000000004	35.980000000000004	21.42	19.535	1534.91			1657.16
Yaf2	54.535	87.98	76.15	63.69	77.555	93.195	97.83	133.51	126.77	73.1158			75.3269
Yap1	19.384999999999998	28.57	25.105	12.21	6.87	7.415	6.615	3.675	8.07	352.62			1105.02
Yars	62.785	91.99000000000001	85.145	85.99000000000001	99.685	91.69	103.23	96.685	35.08	962.867			273.965
Yars2	26.43	35.095	33.425	24.6	21.96	22.729999999999997	23.145	23.13	21.615000000000002	2037.34			1005.0
Ybey	5.99	4.3100000000000005	6.25	4.890000000000001	3.175	4.805	4.255	2.6900000000000004	1.425	81.069			92.0148
Ybx1	534.365	1113.915	1072.0700000000002	694.085	826.47	800.5250000000001	755.23	953.575	117.98499999999999	190.584			188.199
Ybx2	3.3049999999999997	6.85	6.699999999999999	4.365	3.34	4.720000000000001	3.0999999999999996	1.71	2.205	897.485			189.793
Ybx3	17.700000000000003	32.675	21.845	18.47	18.655	14.08	16.33	29.73	13.795000000000002	248.196			717.707
Ydjc	3.16	4.385	6.65	8.825	19.645	18.455	19.8	32.245000000000005	6.949999999999999	625.119			279.46299999999997
Yeats2	16.25	28.085	28.509999999999998	16.22	12.145	16.675	14.799999999999999	5.3149999999999995	5.47	868.9960000000001			332.147
Yeats4	63.205	117.63	111.735	99.975	109.72	81.76	92.115	81.82	36.4	223.437			329.59
Yes1	12.035	23.990000000000002	22.235	14.475000000000001	16.32	14.8	17.385	6.235	9.89	473.19800000000004			43.9394
Yif1a	28.604999999999997	40.465	32.7	39.769999999999996	49.03	31.619999999999997	38.26	31.54	8.635	2121.88			314.822
Yif1b	57.535	65.5	59.445	61.97	77.705	64.12	70.08500000000001	84.07	21.97	1380.41			322.084
Yipf1	20.68	30.47	32.065	40.394999999999996	52.71	44.64	46.92	51.760000000000005	27.575	657.8969999999999			166.774
Yipf2	10.075	11.6	13.620000000000001	17.485	14.125	18.695	16.174999999999997	10.120000000000001	9.165000000000001	133.36			51.0316
Yipf3	38.435	52.985	49.94	68.52000000000001	84.36	76.96000000000001	81.125	59.214999999999996	23.325	733.1289999999999			178.185
Yipf4	13.375	29.925	36.224999999999994	38.405	47.28	41.400000000000006	47.295	40.185	58.290000000000006	526.5509999999999			223.91099999999997
Yipf5	34.715	54.625	55.93	59.84	68.1	61.754999999999995	70.38	64.71	43.86	81.7307			38.0366
Yipf6	9.85	18.185000000000002	18.78	16.145	11.785	16.755000000000003	15.345	7.949999999999999	23.174999999999997	8183.43			4536.29
Yipf7	0.0	0.12	0.0	0.04	0.02	0.0	0.0	0.02	0.0	78.6027			93.5749
Yjefn3	2.54	3.615	7.18	6.505	8.780000000000001	7.77	7.095	14.55	4.825	522.349			160.923
Ykt6	33.71	20.935000000000002	48.82	61.815	39.545	75.36500000000001	59.87	86.05000000000001	43.644999999999996	758.677			289.22700000000003
Ylpm1	19.424999999999997	40.745000000000005	38.655	36.285	27.785	32.085	32.754999999999995	17.295	44.34	976.502			415.004
Yme1l1	39.885000000000005	67.645	72.875	66.8	57.08	58.28	62.005	40.239999999999995	71.33500000000001	5883.9			2703.36
Yod1	6.025	12.145	15.254999999999999	17.87	7.965	16.3	11.925	14.82	6.895	2592.42			1398.72
Ypel1	52.84	99.095	99.24000000000001	123.625	159.13	151.575	156.78500000000003	108.53	12.705	823.173			368.906
Ypel2	1.6600000000000001	4.515	6.795	6.29	5.49	6.78	6.415	3.485	17.16	95.0804			35.4318
Ypel3	17.43	57.545	76.545	111.16	184.62	174.39999999999998	174.065	201.71499999999997	141.44	713.242			121.9
Ypel4	3.98	10.285	15.795	15.7	12.870000000000001	17.325000000000003	15.285	7.115	37.614999999999995	912.284			1129.64
Ypel5	9.785	28.435000000000002	44.415000000000006	62.254999999999995	89.0	76.865	90.755	92.125	74.6	5441.23			1899.12
Yrdc	23.85	38.415	38.675	40.629999999999995	50.935	45.989999999999995	46.065	59.045	22.505	1423.56			283.382
Ythdc1	21.21	42.82	44.475	37.265	28.545	33.875	34.675	20.445	51.335	3136.37			3124.85
Ythdc2	3.0300000000000002	6.175	7.220000000000001	4.8149999999999995	4.355	5.25	5.215	2.81	14.205	1184.59			568.5419999999999
Ythdf1	28.259999999999998	59.43	52.42	24.25	25.91	42.465	36.894999999999996	42.959999999999994	31.125	147.507			98.4472
Ythdf2	78.435	122.9	127.79999999999998	127.72	136.70999999999998	125.45499999999998	141.88	102.195	21.62	69.0562			82.9631
Ythdf3	36.165	68.745	70.61500000000001	41.52	47.035	43.555	54.394999999999996	17.2	40.71	1452.96			1498.41
Ywhab	169.905	256.28	280.105	304.25	289.05	364.63	357.96000000000004	480.75	337.135	1867.63			399.69199999999995
Ywhae	733.825	1202.0349999999999	1209.9250000000002	1214.7849999999999	1284.58	1150.29	1322.28	1367.71	1098.035	546.827			172.73
Ywhag	127.78	97.31	309.96	331.98	276.79499999999996	507.22499999999997	469.475	537.185	321.57	412.624			345.392
Ywhah	242.2	351.595	378.20500000000004	403.545	477.94000000000005	481.905	534.595	730.3050000000001	1135.93	1774.16			308.751
Ywhaq	700.38	1081.73	1165.445	1164.45	1346.075	1123.4850000000001	1285.31	1205.49	471.695	96.2695			49.7509
Ywhaz	560.77	970.9300000000001	965.62	1068.6599999999999	1276.155	1102.775	1327.42	1379.575	643.19	177.697			142.27200000000002
Yy1	11.385	23.685	24.995	18.8	18.784999999999997	19.605	18.295	11.254999999999999	26.455	2679.51			718.4639999999999
Yy2	3.54	4.994999999999999	4.755000000000001	4.295	2.59	2.385	3.025	1.365	1.46	3.08619			2.27738
Zadh2	6.01	5.550000000000001	10.42	7.22	2.27	7.305	4.775	3.91	13.595	1715.3			824.567
Zan	0.01	0.04	0.025	0.025	0.015	0.03	0.02	0.060000000000000005	0.03	167.12			104.00399999999999
Zap70	0.215	0.32	0.395	0.745	1.07	0.905	1.155	2.15	0.89	469.346			225.548
Zar1	0.01	0.315	0.8500000000000001	0.555	1.26	0.8200000000000001	1.055	1.9549999999999998	0.17	83.3952			57.2042
Zar1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.9750000000000001	49.4843			44.8399
Zbbx	0.065	0.105	0.365	0.7749999999999999	0.605	0.685	0.565	1.05	1.03	56.0023			107.874
Zbed3	28.725	50.575	55.370000000000005	42.705	31.220000000000002	34.03	32.93000000000001	26.305	4.86	1854.95			427.026
Zbed4	21.729999999999997	36.02	37.455	25.24	21.045	18.66	20.740000000000002	4.305	3.63	1553.78			684.534
Zbed5	3.21	4.7	5.445	8.32	15.8	13.785	18.575	7.62	4.105	767.86			261.923
Zbp1	0.035	0.1	0.14	0.04	0.07500000000000001	0.14500000000000002	0.08499999999999999	0.37	0.255	218.293			79.6457
Zbtb1	4.475	6.73	6.885	4.58	4.155	3.6900000000000004	4.76	1.5	3.045	2637.16			727.925
Zbtb10	1.5150000000000001	3.015	3.105	2.4299999999999997	2.71	2.055	2.455	1.145	2.89	1523.78			1322.78
Zbtb11	9.405000000000001	16.175	16.535	15.84	14.925	16.939999999999998	18.155	10.86	26.0	538.883			453.199
Zbtb11os1	1.385	3.04	4.06	2.3099999999999996	3.0149999999999997	2.93	3.11	5.32	1.575	2956.51			1830.12
Zbtb12	3.67	1.8649999999999998	8.105	7.275	3.085	8.01	4.66	5.57	2.21	1934.93			152.72899999999998
Zbtb14	19.494999999999997	31.880000000000003	30.29	31.71	24.905	31.18	29.57	17.09	12.98	4271.36			950.405
Zbtb16	8.309999999999999	3.215	2.13	1.625	1.6600000000000001	2.545	2.285	2.675	4.8950000000000005	306.264			177.799
Zbtb17	32.97	42.715	49.885	52.504999999999995	37.66	53.625	47.66	28.8	9.9	256.041			62.7027
Zbtb18	1.3900000000000001	4.52	17.42	60.595	87.30000000000001	116.94	106.92	94.445	165.89499999999998	5274.98			1237.09
Zbtb2	11.125	17.064999999999998	18.119999999999997	15.129999999999999	15.59	15.155000000000001	16.985	13.120000000000001	4.69	119.00399999999999			123.859
Zbtb20	8.989999999999998	43.77	63.879999999999995	67.68	52.795	119.525	93.875	50.925000000000004	9.08	10389.3			6463.1
Zbtb21	6.84	10.355	10.52	8.649999999999999	8.48	8.775	9.36	5.945	4.225	174.915			130.30200000000002
Zbtb22	12.085	11.07	19.235	16.080000000000002	10.475000000000001	15.745000000000001	12.655000000000001	18.15	9.015	1981.41			365.98
Zbtb24	8.085	13.66	14.71	13.57	16.64	15.41	17.235	10.395	4.935	597.3969999999999			484.81699999999995
Zbtb25	10.515	16.96	17.38	15.32	16.845	14.545	15.629999999999999	11.085	10.25	76.4034			46.4528
Zbtb26	3.705	8.42	8.215	5.125	6.635	4.92	6.055	1.2349999999999999	6.875	197.375			94.5715
Zbtb3	3.585	4.43	5.915	6.71	7.76	7.34	7.585	3.95	1.575	3299.91			2320.32
Zbtb32	0.08	0.18	0.325	0.315	0.195	0.35	0.14500000000000002	0.1	0.0	399.964			50.7091
Zbtb33	2.0149999999999997	7.069999999999999	4.67	4.33	8.334999999999999	4.645	6.994999999999999	3.785	21.355	1377.17			648.62
Zbtb34	3.835	7.8100000000000005	9.379999999999999	4.67	4.805	6.415	6.465	3.455	3.55	102.37100000000001			111.086
Zbtb37	3.665	8.82	8.045	9.33	11.46	12.745000000000001	13.254999999999999	4.79	4.21	178.888			67.007
Zbtb38	5.0	8.555	12.565000000000001	25.505000000000003	36.635	41.010000000000005	44.225	32.29	13.075	107.30799999999999			258.99
Zbtb39	2.64	5.955	4.715	3.585	4.005	3.355	3.3600000000000003	2.03	1.8649999999999998	857.8789999999999			234.02200000000002
Zbtb4	0.32999999999999996	0.9850000000000001	1.1400000000000001	1.415	2.045	2.4699999999999998	2.57	2.045	29.310000000000002	297.166			95.82799999999999
Zbtb40	2.7350000000000003	4.425	5.375	3.8200000000000003	2.7	3.865	3.8550000000000004	0.575	1.73	475.839			136.142
Zbtb41	4.745	13.795	19.105	11.129999999999999	15.125	12.190000000000001	16.9	6.4	10.075	2011.57			1565.38
Zbtb42	2.285	3.735	3.9350000000000005	1.855	1.15	0.795	0.685	0.825	0.34500000000000003	452.06			75.1006
Zbtb43	10.66	17.525	23.735	23.23	25.295	27.17	30.525	18.055	8.58	373.13			336.26300000000003
Zbtb44	2.225	4.86	4.59	3.8000000000000003	3.2	4.25	4.145	3.63	4.92	1615.76			766.192
Zbtb45	14.795	23.68	26.035	26.185	28.575	31.560000000000002	32.82	22.265	6.215	389.611			148.82399999999998
Zbtb46	9.73	12.015	12.575	9.575	6.83	8.34	7.664999999999999	8.17	2.935	620.78			288.0
Zbtb48	13.245	19.049999999999997	20.03	18.48	16.72	16.490000000000002	19.475	11.844999999999999	4.54	166.695			79.9106
Zbtb49	9.365	15.635000000000002	22.229999999999997	18.305	15.079999999999998	21.854999999999997	18.27	10.8	3.975	450.85699999999997			954.329
Zbtb5	20.125	35.76	41.75	37.685	42.31999999999999	38.605000000000004	43.43	25.745	3.5100000000000002	196.178			175.55599999999998
Zbtb6	3.45	6.585	10.3	12.030000000000001	9.27	15.58	14.765	8.625	11.510000000000002	1623.91			810.334
Zbtb7a	3.85	7.4	10.59	8.594999999999999	5.984999999999999	11.145	8.35	11.86	19.310000000000002	3825.61			936.895
Zbtb7b	0.365	1.075	0.44	0.45000000000000007	0.29	0.37	0.39	0.46	6.319999999999999	881.428			224.32
Zbtb7c	0.275	0.95	2.855	2.4	3.2649999999999997	3.835	3.41	6.5	0.9600000000000001	875.992			247.334
Zbtb8a	3.235	6.62	8.899999999999999	11.05	5.255000000000001	14.030000000000001	10.379999999999999	10.454999999999998	2.695	78.4444			31.2093
Zbtb8b	0.96	1.335	2.4450000000000003	4.01	6.13	6.13	6.595000000000001	6.52	1.905	111.786			52.0427
Zbtb8os	27.73	36.16	29.55	29.07	27.285	23.9	22.86	21.619999999999997	29.355	3476.57			566.264
Zbtb9	10.085	10.765	15.594999999999999	14.059999999999999	7.795	13.22	11.225000000000001	4.475	7.845	1859.97			363.866
Zc2hc1a	19.840000000000003	39.185	62.425	85.16	131.275	115.72	133.41	123.92	59.915	1213.24			829.313
Zc2hc1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.644			83.2232
Zc2hc1c	0.835	1.2	1.11	1.025	0.99	0.92	0.77	0.81	0.73	189.35299999999998			229.495
Zc3h10	6.925000000000001	13.08	16.335	15.195	13.815	18.950000000000003	16.4	10.495000000000001	4.9350000000000005	478.417			270.72900000000004
Zc3h11a	51.9	88.395	111.955	98.525	87.53999999999999	94.68	103.31	70.305	68.605	146.43			125.805
Zc3h12a	0.12000000000000001	0.28500000000000003	0.165	0.06999999999999999	0.2	0.135	0.15000000000000002	0.05	0.39	535.78			342.88800000000003
Zc3h12b	2.105	2.895	2.8200000000000003	1.795	1.915	2.185	2.45	2.565	8.225	319.346			436.751
Zc3h12c	3.3150000000000004	10.01	10.95	8.8	8.940000000000001	6.155	7.875	2.715	4.63	277.63			78.9669
Zc3h12d	0.034999999999999996	0.025	0.03	0.04	0.03	0.06	0.045	0.125	0.035	137.555			154.08700000000002
Zc3h13	13.4	21.465	30.435	31.43	17.455	31.134999999999998	25.375	20.905	10.64	694.924			424.994
Zc3h14	61.754999999999995	116.72	104.285	83.66	87.31	81.455	92.46	75.235	44.605000000000004	710.8589999999999			561.4259999999999
Zc3h15	77.93	129.51	175.255	167.03	117.36	137.055	136.405	143.745	111.035	1939.8			1757.97
Zc3h18	42.115	45.155	60.935	41.504999999999995	22.240000000000002	40.9	31.775	21.765	10.275	593.7869999999999			294.086
Zc3h3	5.63	13.925	7.4399999999999995	7.925	10.629999999999999	7.57	10.365	4.965	3.025	368.398			340.168
Zc3h4	8.2	16.380000000000003	17.825000000000003	12.955	11.57	16.11	13.035	7.6850000000000005	6.68	6008.05			887.8660000000001
Zc3h6	0.975	2.23	3.465	3.295	3.745	4.15	3.935	4.105	7.82	1722.15			267.764
Zc3h7a	37.535	76.61	82.21000000000001	64.435	52.795	61.46	64.195	22.27	43.94	335.844			147.895
Zc3h7b	20.985	24.85	35.56	26.619999999999997	27.275	32.16	33.715	26.965	29.314999999999998	286.902			80.8736
Zc3h8	5.695	8.405000000000001	7.96	8.14	9.435	9.025	9.280000000000001	9.735	6.4399999999999995	54.6779			83.4831
Zc3hav1	1.13	1.25	1.265	0.73	0.77	0.625	0.945	1.5550000000000002	1.88	212.83599999999998			132.34799999999998
Zc3hav1l	7.715	12.805	12.344999999999999	7.045	4.779999999999999	5.555	5.015000000000001	2.2699999999999996	1.42	138.454			36.3515
Zc3hc1	45.47	57.54	54.055	60.879999999999995	68.225	59.745000000000005	69.155	60.010000000000005	11.055	152.922			84.81200000000001
Zc4h2	16.415	35.405	48.07	62.489999999999995	80.735	71.32499999999999	78.55000000000001	57.855000000000004	20.455	62.6243			67.9556
Zcchc10	14.065	19.700000000000003	14.32	15.399999999999999	13.945	11.91	13.66	14.035	13.41	226.047			85.1924
Zcchc12	5.915	19.225	51.13	93.56	187.905	154.41000000000003	173.17000000000002	297.565	49.81	1156.77			107.94200000000001
Zcchc13	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.4817			201.118
Zcchc14	9.09	21.84	24.490000000000002	26.68	36.724999999999994	31.66	35.834999999999994	13.489999999999998	14.84	570.934			293.932
Zcchc17	37.959999999999994	57.66	62.275000000000006	71.81	75.5	69.08	69.97	87.41	47.42	113.132			70.5266
Zcchc18	31.495	76.685	116.895	171.85000000000002	250.07	246.975	266.41499999999996	342.91499999999996	169.94	2588.86			1571.27
Zcchc2	1.23	2.135	1.8050000000000002	1.4849999999999999	1.365	1.42	1.3900000000000001	1.455	7.105	2125.5			1637.0
Zcchc24	4.415	11.17	10.98	5.17	7.555	9.56	10.015	11.055	26.41	144.20600000000002			126.113
Zcchc3	26.235	48.95	45.905	21.305	14.965	15.485	13.745	12.27	2.09	847.5139999999999			320.403
Zcchc4	11.725000000000001	18.065	16.215	12.465	8.645	12.629999999999999	9.815000000000001	4.395	5.654999999999999	620.857			181.93
Zcchc7	12.504999999999999	17.5	25.745	34.165	22.560000000000002	32.745000000000005	31.5	19.07	31.485	1294.58			551.964
Zcchc8	19.615000000000002	32.905	34.31	30.405	24.91	29.45	29.965000000000003	15.739999999999998	6.44	135.036			69.5829
Zcchc9	16.875	25.715	23.14	24.195	9.565	19.490000000000002	13.344999999999999	8.285	10.165	184.468			593.814
Zcrb1	80.775	127.3	140.685	150.905	119.68	128.04	126.985	133.57	126.04	129.558			89.4775
Zcwpw1	7.505	15.54	12.280000000000001	11.575	6.32	8.96	7.81	3.37	7.2	4086.76			1109.85
Zcwpw2	0.34	1.04	0.435	0.6799999999999999	0.64	0.835	0.88	0.845	0.645	57.6487			51.0268
Zdbf2	12.670000000000002	20.675	34.675	35.34	21.415	26.855	22.035	13.379999999999999	8.02	503.129			300.503
Zdhhc1	5.484999999999999	11.1	12.56	11.975000000000001	13.155000000000001	15.9	14.89	14.64	9.514999999999999	628.88			311.654
Zdhhc11	0.0	0.0	0.0	0.0	0.0	0.015	0.045	0.0	0.0	237.94299999999998			954.791
Zdhhc12	18.950000000000003	24.825	18.9	17.564999999999998	19.255000000000003	14.65	17.270000000000003	18.73	2.725	1204.6			292.987
Zdhhc13	16.98	28.77	32.209999999999994	33.45	48.565	41.129999999999995	51.175	22.57	17.84	695.658			291.048
Zdhhc14	0.49	1.8250000000000002	2.7	2.1	5.36	7.215	6.195	6.975	12.379999999999999	2722.28			612.221
Zdhhc15	5.975	10.614999999999998	8.355	4.39	4.045	2.825	3.87	1.54	4.41	70.1882			96.5023
Zdhhc16	37.805	46.325	55.225	61.895	58.595	62.68	61.0	66.77	13.075	297.01			173.90400000000002
Zdhhc17	9.02	14.26	24.215	25.799999999999997	35.855000000000004	31.884999999999998	39.28	22.805	53.815	370.849			250.854
Zdhhc18	1.405	4.404999999999999	3.03	3.24	1.88	4.59	2.34	8.025	13.15	146.755			94.2923
Zdhhc19	0.0	0.06	0.0	0.085	0.055	0.08	0.055	0.115	0.0	88.5174			25.9901
Zdhhc2	4.925	19.950000000000003	32.695	26.155	29.02	27.75	28.665	47.935	44.735	842.562			279.617
Zdhhc20	17.4	27.825	28.53	25.105	15.735	22.735	20.509999999999998	11.785	26.134999999999998	188.862			534.881
Zdhhc21	6.765	11.52	17.950000000000003	12.135000000000002	11.665	14.66	14.67	7.540000000000001	19.085	176.148			147.832
Zdhhc22	0.015	0.0	0.215	0.6	1.295	1.2650000000000001	1.6549999999999998	4.955	10.825	424.264			181.642
Zdhhc23	0.22	0.3	0.32	0.645	0.9199999999999999	1.6749999999999998	1.915	1.92	3.94	118.15299999999999			210.90599999999998
Zdhhc24	6.735	11.125	14.43	15.510000000000002	10.27	18.215	15.195	10.365	12.7	793.755			228.446
Zdhhc25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.905			35.0708
Zdhhc3	45.04	53.555	67.08500000000001	59.985	41.864999999999995	65.69999999999999	58.705	67.125	28.04	305.555			420.17
Zdhhc4	38.364999999999995	56.1	62.75	61.245	58.945	61.39	62.165	81.205	15.55	260.041			109.266
Zdhhc5	15.780000000000001	22.185000000000002	24.564999999999998	14.165	16.42	15.925	18.21	10.895	22.52	282.566			487.769
Zdhhc6	58.739999999999995	77.17	60.120000000000005	48.835	46.135000000000005	40.370000000000005	47.21	27.58	14.665000000000001	245.918			241.87400000000002
Zdhhc7	16.93	24.91	26.53	23.6	18.575	28.255	22.905	20.119999999999997	7.885	222.15099999999998			151.077
Zdhhc8	5.335	13.16	11.995000000000001	6.1899999999999995	5.795	12.425	8.92	10.195	13.445	458.06			173.52900000000002
Zdhhc9	1.8	3.25	5.585	6.234999999999999	6.93	7.115	7.275	4.005	23.06	330.765			1017.97
Zeb1	19.085	32.485	41.849999999999994	40.74	26.955	32.105000000000004	33.425000000000004	22.63	24.85	2156.82			738.8589999999999
Zeb2	15.045	35.435	54.870000000000005	63.065	66.82499999999999	98.50999999999999	103.49499999999999	44.595	37.2	1181.65			968.225
Zeb2os	0.375	1.0499999999999998	0.74	1.69	1.495	1.475	1.3050000000000002	1.045	5.279999999999999	855.7260000000001			312.647
Zer1	3.52	6.395	7.735	8.89	7.324999999999999	12.215	8.415	6.715	36.265	237.618			179.393
Zfa-ps	0.035	0.04	0.07	0.15	0.105	0.05	0.195	0.05	0.0	47.9648			53.9494
Zfand1	20.314999999999998	33.355	36.34	36.269999999999996	33.96	26.775	27.2	26.75	21.935	1275.63			1596.74
Zfand2a	5.365	5.6899999999999995	9.485	7.67	8.745000000000001	13.085	12.515	22.745	27.66	96.2164			45.4899
Zfand2b	15.17	23.509999999999998	26.055	29.520000000000003	36.94	34.485	35.275000000000006	39.465	13.745	761.7810000000001			269.742
Zfand3	23.384999999999998	26.715000000000003	42.114999999999995	37.39	30.925	33.685	31.25	27.33	24.125	1308.95			237.917
Zfand4	3.62	8.395	8.21	7.5	6.495	6.43	6.3149999999999995	4.145	3.5999999999999996	1291.72			547.024
Zfand5	36.465	89.745	106.525	87.66999999999999	109.61	108.985	111.31	95.42	146.675	2356.31			1352.32
Zfand6	64.235	123.785	130.745	136.26999999999998	147.185	124.16	140.70499999999998	103.08500000000001	88.97	215.049			268.764
Zfas1	42.32	40.695	46.78	56.14	50.71	56.36	50.06	44.345	51.629999999999995	309.407			180.313
Zfat	3.49	4.26	4.71	3.565	2.6	3.8099999999999996	3.25	1.7650000000000001	1.3050000000000002	214.162			232.933
Zfc3h1	8.885	20.82	21.825000000000003	15.71	14.955	14.805	15.365	5.6899999999999995	46.91	5010.03			1977.85
Zfhx2	4.52	12.085	21.895	22.369999999999997	8.515	23.744999999999997	13.89	4.26	5.930000000000001	868.341			392.31699999999995
Zfhx2os	0.97	2.505	3.645	3.625	1.9849999999999999	4.6899999999999995	3.6449999999999996	1.27	1.295	343.714			103.696
Zfhx3	5.845000000000001	18.355	25.34	18.35	11.315000000000001	12.54	10.24	5.665	1.08	203.893			104.991
Zfhx4	10.579999999999998	24.55	29.799999999999997	13.745000000000001	9.735	8.04	9.055	2.62	2.7199999999999998	560.725			142.401
Zfp1	12.23	17.53	19.884999999999998	21.535	23.305	25.925	27.369999999999997	17.49	9.475000000000001	490.36699999999996			417.839
Zfp101	11.83	20.055	20.924999999999997	19.939999999999998	18.995	17.695	20.590000000000003	7.824999999999999	11.31	94.81200000000001			51.6961
Zfp105	16.994999999999997	26.560000000000002	27.425	25.310000000000002	18.68	19.095	17.645	5.345	3.885	514.64			77.0314
Zfp106	46.315	58.66	55.835	41.93	37.85	40.285	41.05500000000001	28.18	54.18	221.445			158.29
Zfp108	1.4100000000000001	2.225	2.795	2.445	4.515	4.16	5.494999999999999	2.225	2.99	469.467			191.40099999999998
Zfp109	3.46	4.46	4.52	3.945	2.66	4.73	3.9050000000000002	1.75	3.25	68.4989			37.7141
Zfp11	3.4	6.67	4.92	6.77	5.545	7.744999999999999	7.75	3.49	2.805	38.2377			38.9803
Zfp110	15.985	25.965	27.655	27.509999999999998	29.015	35.01	34.875	14.435	8.695	709.1410000000001			178.454
Zfp111	5.57	8.555	9.09	6.745	6.395	5.84	6.23	1.695	4.07	52.9041			22.7353
Zfp112	2.56	4.395	6.01	6.529999999999999	6.16	9.7	8.995	3.495	3.575	1069.74			291.442
Zfp113	20.365000000000002	29.045	35.67	38.97	18.865000000000002	36.269999999999996	26.43	7.025	5.835	82.4024			30.2127
Zfp114	2.605	4.455	5.035	5.835	3.6500000000000004	5.93	5.905	2.535	1.5550000000000002	1158.95			228.365
Zfp119a	5.355	7.725	9.45	9.55	9.51	10.190000000000001	11.504999999999999	4.91	5.63	85.405			41.6236
Zfp119b	3.545	5.52	4.295	5.785	8.48	6.119999999999999	7.6899999999999995	4.84	5.45	72.0485			54.2623
Zfp12	11.9	24.32	23.755	19.14	20.740000000000002	23.09	24.45	11.024999999999999	9.290000000000001	419.283			101.68299999999999
Zfp120	3.385	6.78	6.845000000000001	8.575	12.175	8.405000000000001	11.719999999999999	6.345	12.545000000000002	70.9312			89.6942
Zfp128	2.56	4.5	4.98	6.0	8.105	6.9	8.72	1.51	4.365	886.291			399.721
Zfp13	11.719999999999999	15.155000000000001	17.77	18.795	20.369999999999997	21.865000000000002	21.215	18.33	5.68	181.11900000000003			110.76299999999999
Zfp131	15.04	28.78	33.205	30.835	27.11	27.07	28.32	13.149999999999999	28.65	149.75			165.984
Zfp133-ps	2.085	4.75	7.655	6.825	7.045	6.28	6.115	3.67	5.285	678.877			180.019
Zfp14	1.9849999999999999	5.12	5.27	9.33	14.24	11.989999999999998	14.69	5.695	8.085	53.3921			25.965999999999998
