external_gene_name	E11	E12	E13	E14	E16	E18	P0	Adult
Snf8	302	34	63	48	99	60	28	28
Ube2z	408	58	138	88	198	139	76	115
Atp5g1	42	4	13	6	11	15	11	13
Atp5g1	11	1	4	5	5	2	1	1
Calcoco2	28	17	32	14	16	13	6	1
Ttll6	83	9	49	20	22	14	4	10
Hoxb13	59	15	39	18	26	20	7	4
Hoxb9	43	13	32	22	18	21	9	1
Hoxb8	23	12	25	22	25	15	7	4
Hoxb7	39	18	37	24	23	19	6	5
Hoxb6	32	15	36	23	16	19	8	5
Hoxb5	38	8	32	21	28	22	9	2
Hoxb4	29	11	33	26	18	28	6	6
Hoxb3	29	14	27	23	14	15	9	2
Hoxb3	35	24	21	16	12	13	8	6
Hoxb2	34	16	35	12	17	19	3	1
Hoxb1	24	19	18	21	24	20	3	3
Skap1	173	18	48	47	41	28	16	36
Snx11	250	34	103	77	162	82	50	51
Cbx1	315	61	106	68	84	78	24	43
Nfe2l1	61	6	30	15	18	7	3	12
Nfe2l1	0	0	0	0	0	0	0	0
Nfe2l1	37	9	36	27	25	22	5	29
Nfe2l1	636	110	256	136	232	120	48	85
Nfe2l1	369	55	131	108	218	132	54	64
Copz2	152	13	39	18	25	19	7	11
Cdk5rap3	56	15	12	14	30	18	9	15
Cdk5rap3	16	3	10	1	5	5	4	2
Prr15l	111	22	52	19	25	13	11	3
Pnpo	259	37	49	29	64	57	28	36
Sp2	122	28	79	55	51	50	14	52
Sp2	604	89	182	149	319	210	60	100
Sp2	92	12	48	24	24	22	15	5
Sp6	65	21	34	29	23	20	8	9
Sp6	65	21	40	21	24	21	8	5
Scrn2	300	43	72	52	105	64	26	18
Mrpl10	107	16	41	28	53	33	17	16
Lrrc46	237	21	54	40	67	39	32	24
Tbx21	78	20	37	25	27	28	6	1
Tbkbp1	365	70	139	119	195	132	56	118
Kpnb1	984	249	500	338	594	328	111	153
Npepps	319	55	145	108	198	132	71	68
Mrpl45	251	31	69	54	155	77	32	34
Gpr179	72	13	45	49	31	29	10	9
Socs7	271	43	135	117	199	122	63	70
Arhgap23	190	27	100	75	139	104	39	154
Srcin1	791	81	324	230	436	293	124	51
Epop	179	24	52	26	40	26	14	25
Mllt6	749	76	167	94	91	64	28	31
Cisd3	182	35	89	71	84	56	22	72
Pcgf2	557	76	242	141	212	146	54	19
Pcgf2	99	18	48	31	59	37	12	3
Pcgf2	442	78	193	177	287	197	87	37
Psmb3	364	68	181	162	399	252	129	103
Pip4k2b	830	87	215	153	416	249	143	174
Cwc25	334	66	141	132	261	195	87	98
Rpl23	461	41	81	82	194	127	80	38
Lasp1	496	80	207	174	421	266	143	93
Fbxo47	401	90	216	171	335	199	102	53
Plxdc1	118	14	52	22	24	18	8	20
Arl5c	64	19	37	20	39	33	17	6
Cacnb1	141	46	103	94	106	76	46	76
Cacnb1	930	112	336	291	477	268	170	78
Rpl19	34	3	23	12	18	5	9	8
Rpl19	365	21	43	31	87	44	40	55
Stac2	67	15	36	37	47	32	18	8
Fbxl20	663	129	437	361	716	401	229	181
Med1	411	32	127	92	183	100	51	25
Med1	30	6	19	14	17	11	5	4
Cdk12	1318	272	638	462	793	502	219	201
Neurod2	89	26	142	255	547	469	137	89
Ppp1r1b	83	16	42	33	63	39	28	103
Ppp1r1b	56	17	48	34	32	34	12	49
Stard3	287	41	115	72	159	91	49	84
Tcap	86	14	46	37	26	31	9	51
Pnmt	84	22	35	35	29	29	15	12
Pgap3	374	94	182	142	240	167	65	85
Erbb2	211	31	43	53	61	24	18	22
Mien1	104	16	50	34	76	59	23	28
Grb7	93	16	46	29	31	30	9	38
Ikzf3	49	17	23	30	36	30	8	6
Zpbp2	218	19	49	36	77	61	27	58
Ormdl3	341	83	124	93	181	100	39	55
Lrrc3c	60	21	38	26	41	22	12	9
Gsdma3	38	9	22	20	20	12	4	8
Gsdma2	40	16	29	18	33	27	3	4
Gsdma	55	14	35	28	19	19	6	2
Psmd3	380	67	143	98	197	128	41	52
Csf3	92	22	40	38	33	32	8	7
Med24	46	2	9	11	43	31	8	6
Med24	0	0	0	0	0	1	0	0
Thra	581	107	346	284	590	437	242	148
Nr1d1	261	43	112	65	154	93	46	181
Msl1	2235	671	1392	916	1445	952	427	146
Casc3	472	99	229	179	339	259	125	111
Rapgefl1	94	31	63	57	93	75	55	56
Wipf2	423	65	154	114	241	131	89	99
Cdc6	31	7	15	16	26	13	5	8
Cdc6	238	24	35	24	27	16	5	2
Rara	4	2	3	2	3	1	1	3
Rara	20	2	3	2	2	0	1	0
Rara	146	23	61	33	43	31	13	28
Rara	431	41	118	78	138	98	37	47
Gjd3	80	21	41	38	55	31	26	22
Top2a	405	50	89	63	100	71	35	25
Igfbp4	1371	143	289	182	343	195	71	45
Tns4	96	17	42	31	22	22	8	16
Ccr7	51	14	41	25	23	24	11	3
Smarce1	676	145	246	239	331	193	85	46
Krt222	65	15	32	32	63	41	26	38
Krt24	65	19	34	26	24	12	8	2
Krt25	34	14	32	29	19	18	12	9
Krt26	41	11	45	17	39	27	8	1
Krt27	32	19	24	21	22	20	11	1
Krt28	34	17	26	20	37	18	16	3
Krt10	26	7	25	20	11	10	11	4
Krt12	48	15	44	25	20	23	9	13
Krt20	59	7	21	24	22	23	9	7
Krt23	86	18	35	40	23	38	17	4
Krt39	32	20	23	18	20	16	12	6
Krt40	27	14	21	15	18	8	6	1
Krtap3-3	22	20	15	17	19	17	7	0
Krtap3-2	33	15	28	13	15	14	11	6
Krtap3-1	22	16	29	19	24	18	11	6
Krtap1-5	23	15	21	18	28	20	10	1
Krtap1-4	30	11	25	20	19	16	5	1
Krtap1-3	29	19	21	20	23	15	4	2
Krtap9-3	15	12	11	5	14	13	3	3
Krtap2-4	51	12	30	16	29	31	17	9
Krtap4-1	28	11	26	18	24	17	9	5
Krtap4-2	43	17	21	18	28	12	9	4
Krtap4-7	36	19	24	30	59	39	13	7
Krtap4-6	44	11	23	10	26	13	8	5
Krtap4-8	36	3	20	18	21	11	3	3
Krtap4-9	22	14	15	18	12	8	3	2
Krtap4-13	1	0	0	1	0	0	0	0
Krtap4-16	26	9	25	14	24	10	7	3
Krtap9-1	36	16	25	13	25	23	4	2
Krtap31-1	32	14	15	16	21	20	6	2
Krtap31-2	30	11	33	11	22	22	4	6
Krtap9-5	41	16	22	22	28	15	5	1
Krtap16-1	51	18	37	37	56	35	13	4
Krtap17-1	48	15	47	28	43	35	8	8
Krt33a	46	15	16	12	11	19	6	7
Krt33b	47	8	24	25	15	22	8	1
Krt34	35	22	22	27	21	17	8	5
Krt31	27	9	20	16	22	14	7	3
Krt32	54	9	31	21	29	25	9	19
Krt35	75	16	49	21	26	19	10	3
Krt36	50	8	28	26	29	21	6	7
Krt13	46	16	32	21	13	18	9	1
Krt13	50	14	26	20	21	22	7	6
Krt15	102	21	44	30	29	18	10	5
Krt19	37	15	29	18	23	14	10	3
Krt19	59	14	26	33	23	14	8	3
Krt9	71	28	37	33	24	16	9	49
Krt14	50	25	28	26	17	27	11	5
Krt14	50	13	35	21	23	19	6	6
Krt16	43	4	28	14	14	12	5	3
Krt17	85	17	33	26	33	24	5	3
Krt42	57	16	31	26	14	18	11	2
Eif1	335	50	90	66	174	102	59	65
Gast	61	44	192	207	233	139	53	68
Hap1	592	45	70	73	128	85	52	46
Jup	122	15	47	55	94	55	38	48
Fkbp10	14	3	3	0	2	1	0	0
P3h4	14	0	3	2	1	1	1	0
Klhl10	111	4	11	3	16	4	5	11
Nt5c3b	0	0	0	0	0	0	0	0
Nt5c3b	28	17	25	16	19	22	11	18
Klhl11	163	28	80	61	71	48	22	38
Acly	423	51	97	89	206	149	58	81
Ttc25	402	58	96	85	126	88	39	56
Cnp	101	16	41	18	39	26	7	38
Cnp	236	26	76	63	95	63	24	150
Dnajc7	257	43	97	97	247	146	85	77
Nkiras2	178	27	61	49	93	69	32	20
Zfp385c	91	12	42	32	30	20	6	7
Dhx58	87	14	44	37	35	30	14	15
Kat2a	279	24	37	25	39	35	8	27
Hspb9	220	25	42	28	51	22	9	41
Rab5c	270	37	91	74	207	138	52	60
Kcnh4	96	15	65	40	78	47	22	13
Hcrt	63	9	28	25	16	19	10	6
Ghdc	113	18	29	17	25	24	6	20
Stat5b	59	24	34	25	49	28	12	20
Stat5b	531	49	124	91	146	86	47	62
Stat5a	16	0	6	10	6	5	5	1
Stat5a	7	0	8	5	5	2	1	2
Stat5a	113	21	36	20	19	14	15	15
Stat3	178	22	49	44	75	49	20	42
Cavin1	69	16	43	27	48	32	17	25
Atp6v0a1	353	56	96	93	251	129	60	62
Atp6v0a1	338	65	171	134	338	235	125	137
Naglu	151	31	41	59	82	62	27	54
Hsd17b1	65	17	29	20	35	24	7	5
Coasy	193	50	128	111	365	204	56	75
Mlx	306	105	231	187	327	179	79	64
Psmc3ip	270	84	143	108	230	120	57	148
Tubg1	548	39	133	87	169	109	60	80
Retreg3	558	70	193	144	209	142	48	63
Tubg2	103	27	82	46	89	63	31	35
Plekhh3	25	4	13	8	16	4	2	7
Plekhh3	29	3	20	10	23	15	7	19
Cntnap1	16	5	10	9	8	12	1	3
Ccr10	27	7	10	5	18	12	8	54
Ezh1	89	8	24	12	36	22	8	23
Ramp2	268	28	70	49	83	54	22	62
Vps25	348	60	92	58	109	60	28	33
Wnk4	338	62	93	55	41	35	21	28
Cntd1	254	30	49	49	54	46	29	47
Coa3	103	20	33	26	16	16	11	9
Becn1	131	32	44	34	52	36	7	24
Psme3	592	66	88	65	177	100	72	99
Aoc2	44	19	34	32	29	22	15	10
Aoc3	59	19	28	30	36	20	7	5
G6pc	33	16	27	17	23	28	8	13
Aarsd1	302	32	60	49	126	66	35	47
Rundc1	256	42	88	87	107	76	34	100
Ptges3l	246	31	136	73	155	92	47	98
Rpl27	135	22	50	30	59	23	15	4
Ifi35	79	25	66	41	49	30	11	21
Vat1	119	37	84	65	105	59	21	21
Rnd2	304	57	173	109	185	120	51	39
Nbr1	247	16	36	28	29	26	11	7
Nbr1	0	0	0	0	0	0	0	0
Brca1	76	16	41	27	70	56	27	19
Tmem106a	1	0	3	4	1	3	0	0
Tmem106a	8	1	2	1	4	3	0	1
Rdm1	656	173	301	175	269	169	59	67
Arl4d	180	31	115	125	307	202	108	67
Dhx8	153	35	54	61	99	60	14	36
Etv4	159	31	42	31	51	28	21	10
Meox1	87	13	31	29	22	18	9	5
Sost	140	24	43	36	32	34	3	6
Dusp3	135	25	37	34	40	40	20	118
Cfap97d1	86	12	48	42	47	25	23	16
Mpp3	541	152	389	282	440	260	94	35
Cd300lg	60	19	39	16	40	22	11	2
Mpp2	129	37	71	63	93	55	20	30
Mpp2	729	167	432	336	535	337	97	94
Ppy	92	31	47	31	25	32	10	11
Pyy	2	2	1	0	2	1	0	0
Pyy	4	0	4	1	2	2	1	0
Nags	44	14	32	17	32	15	16	8
Tmem101	95	31	62	53	70	53	20	27
Lsm12	313	74	154	142	283	165	90	47
G6pc3	230	36	80	53	87	66	46	34
Hdac5	279	36	124	110	277	167	57	68
Asb16	75	20	36	40	45	21	14	16
Tmub2	179	46	138	102	277	183	61	51
Atxn7l3	1056	306	708	436	699	422	178	104
Ubtf	801	88	252	188	365	197	99	91
Ubtf	269	49	172	92	144	75	23	11
Ubtf	1281	236	520	439	752	515	212	163
Ubtf	457	59	198	194	414	304	111	36
Ubtf	183	52	147	200	387	261	101	100
Slc4a1	181	40	63	33	22	19	7	6
Rundc3a	279	93	247	263	504	345	135	86
Slc25a39	673	121	218	172	245	154	48	126
Grn	215	28	68	48	129	75	24	69
Fam171a2	172	43	104	93	192	112	68	106
Itga2b	99	22	49	18	27	21	16	3
Gpatch8	380	103	176	127	280	145	87	58
Fzd2	964	350	511	378	607	356	77	35
Meioc	53	13	40	14	17	15	3	4
Ccdc43	358	33	78	70	152	96	74	98
Adam11	157	28	54	28	61	38	19	48
Gjc1	38	21	36	33	30	23	10	7
Gjc1	676	87	205	90	142	82	29	17
Gjc1	25	9	17	10	16	8	4	4
Higd1b	29	6	20	24	17	16	7	13
Higd1b	26	6	34	33	22	19	9	14
Ccdc103	400	72	132	104	169	94	70	31
Eftud2	186	26	46	44	76	61	66	151
Fam187a	56	20	32	33	32	27	21	22
Gfap	103	27	43	23	101	72	33	26
Kif18b	691	165	299	165	208	127	38	23
C1ql1	192	30	70	32	43	27	9	8
Dcakd	159	35	66	52	88	53	25	9
Nmt1	576	51	93	62	149	93	63	115
Plcd3	48	20	41	15	34	35	13	15
Acbd4	114	10	26	21	32	16	11	19
Plcd3	99	14	31	23	42	35	21	111
Hexim1	842	91	211	188	547	322	181	134
Hexim2	36	3	9	8	8	6	1	4
Hexim2	0	0	0	0	0	0	0	0
Hexim2	6	0	1	1	1	0	3	3
Fmnl1	135	13	62	33	81	51	30	64
Efcab15	68	21	50	26	23	19	3	4
Spata32	132	25	49	43	69	51	24	46
Map3k14	555	174	333	214	342	209	104	75
Arhgap27	101	14	45	51	35	26	10	72
Arhgap27	112	38	66	38	63	42	24	90
Plekhm1	144	25	51	58	103	73	20	61
Lyzl6	47	13	35	35	28	23	7	11
Rprml	50	12	32	29	37	25	22	78
Gosr2	846	124	265	224	512	338	138	191
Wnt9b	66	15	41	26	22	17	9	6
Wnt3	183	36	72	47	36	34	14	4
Nsf	307	25	53	43	114	62	49	54
Arf2	6	2	4	4	11	6	2	0
Arf2	134	29	89	71	121	77	45	34
Crhr1	167	21	34	30	84	43	30	38
Sppl2c	79	11	37	25	27	22	11	5
Mapt	408	24	91	94	234	164	75	96
Kansl1	1133	396	826	628	1071	737	288	240
Kansl1	1173	33	100	65	128	73	46	50
Myl4	1276	71	178	140	255	157	119	144
Cdc27	217	22	28	26	57	38	26	36
Myl4	5	1	4	0	4	3	0	0
Myl4	21	2	6	5	5	2	3	6
Itgb3	109	19	40	39	54	23	16	13
Efcab3	16	9	24	13	23	17	8	1
Mettl2	118	19	88	48	170	94	39	38
Tlk2	25	25	22	12	32	26	8	6
Tlk2	1316	136	329	227	399	229	118	104
Mrc2	1147	171	271	120	114	63	24	26
March10	243	30	146	143	280	208	144	109
Tanc2	656	104	284	196	470	264	179	140
Cyb561	162	25	65	43	73	69	27	75
Ace	136	17	34	30	32	22	13	20
Ace	77	20	38	25	30	15	12	6
Kcnh6	68	20	44	15	17	19	6	3
Dcaf7	305	22	83	56	105	67	29	63
Taco1	119	31	69	46	112	69	46	44
Map3k3	902	198	543	314	574	274	112	104
Limd2	468	63	182	100	194	108	59	23
Limd2	308	80	198	190	271	201	72	50
Strada	418	85	177	137	260	167	63	85
Ddx42	232	20	65	69	126	56	40	45
Ccdc47	524	73	204	136	269	169	89	60
Psmc5	404	34	57	43	91	53	25	40
Ftsj3	489	39	100	70	109	83	38	81
Smarcd2	160	75	142	143	205	95	28	77
Smarcd2	399	60	122	81	143	90	49	55
Tcam1	119	15	48	33	59	42	22	16
Gh	45	8	21	21	23	20	6	5
Cd79b	102	23	43	31	26	26	8	9
Scn4a	77	14	45	29	17	18	7	6
Prr29	130	26	41	22	22	26	8	8
Icam2	110	35	47	39	48	52	13	32
Ern1	212	33	79	58	70	52	18	44
Tex2	366	31	111	72	166	99	51	62
Pecam1	102	25	64	34	36	37	14	51
Milr1	49	16	47	21	29	26	12	10
Polg2	87	8	33	24	49	29	7	5
Polg2	4	1	3	3	4	2	0	0
Cep95	146	15	47	43	98	49	28	42
Ddx5	0	0	0	0	0	0	0	0
Ddx5	0	0	0	0	0	0	0	0
Ddx5	68	9	19	15	34	12	11	7
Smurf2	489	47	146	110	164	118	57	83
Kpna2	354	53	90	97	187	106	79	67
Bptf	406	57	104	95	142	75	53	16
Nol11	92	15	35	30	67	38	13	9
Pitpnc1	375	74	161	144	283	185	55	49
Psmd12	211	20	56	26	70	48	17	44
Helz	802	57	123	76	121	52	22	9
Cacng1	89	20	28	39	31	14	9	4
Cacng4	282	82	259	185	370	220	125	25
Cacng5	47	18	36	26	25	28	7	15
Cacng5	69	13	44	22	30	32	13	20
Prkca	431	35	122	95	257	146	82	56
Apoh	43	18	31	25	24	20	12	4
Cep112	348	93	103	86	145	86	47	22
Cep112	1	0	0	0	0	0	0	0
Cep112	1	0	0	0	2	0	0	0
Axin2	318	45	119	68	148	68	30	24
Rgs9	46	17	34	30	53	32	14	7
Gna13	4	1	3	4	6	0	1	2
Gna13	60	4	23	7	15	8	11	2
Amz2	244	41	90	71	94	67	30	49
Arsg	205	12	38	21	32	17	13	19
Slc16a6	0	0	0	0	0	0	0	0
Slc16a6	0	0	0	0	0	0	0	0
Slc16a6	148	26	36	24	33	31	11	19
Arsg	109	31	56	29	38	30	13	91
Arsg	89	13	44	30	33	18	4	0
Wipi1	173	23	61	35	99	71	34	48
Prkar1a	8	7	21	15	33	9	8	3
Prkar1a	25	15	58	57	134	84	43	35
Prkar1a	144	52	179	182	360	215	112	126
Prkar1a	865	90	238	151	285	145	96	135
Fam20a	79	19	26	29	48	46	15	51
Abca8b	165	32	57	58	118	68	49	45
Abca8a	41	16	32	22	62	44	14	7
Abca9	94	20	47	33	69	56	28	17
Abca6	22	19	13	20	36	8	15	5
Abca5	84	15	41	34	63	40	16	9
Map2k6	106	18	42	18	42	37	9	28
Kcnj16	61	21	30	17	27	24	9	6
Kcnj16	61	20	30	33	23	25	19	33
Kcnj16	90	21	32	19	31	28	2	9
Kcnj16	218	28	51	42	31	40	15	5
Kcnj2	308	42	84	70	92	78	51	155
Sox9	777	157	315	238	276	189	48	51
Slc39a11	122	15	58	24	42	31	16	9
Sstr2	120	20	88	101	191	134	46	31
Cog1	347	55	118	91	168	128	54	82
Slc39a11	237	74	136	135	213	144	44	29
Fam104a	308	27	69	42	65	47	33	42
Cpsf4l	105	18	43	23	25	15	3	8
Cpsf4l	218	51	109	55	60	43	25	32
Cdc42ep4	1118	164	363	291	458	274	115	86
Cdc42ep4	396	58	85	60	63	47	20	29
Sdk2	289	41	130	87	157	105	58	36
Rpl38	159	29	70	58	81	44	28	7
Ttyh2	88	18	44	49	68	43	11	11
Dnaic2	99	25	30	22	36	33	19	25
Kif19a	119	23	29	26	40	21	12	10
Btbd17	984	454	827	649	699	434	95	68
Gpr142	167	21	54	39	41	35	9	10
Gprc5c	1	0	0	0	1	1	0	0
Gprc5c	0	0	0	0	0	0	0	0
Gprc5c	232	14	48	15	42	29	13	17
Cd300a	75	21	32	34	20	18	7	14
Cd300lb	50	15	32	29	25	24	9	8
Cd300ld	53	16	34	31	25	15	8	6
Cd300c2	55	11	32	23	25	27	7	27
Cd300ld5	0	0	0	0	0	0	0	0
Cd300ld4	0	0	0	0	0	0	0	0
Cd300ld3	13	3	9	10	8	2	2	2
Cd300e	39	6	20	22	10	20	6	0
Rab37	34	15	32	27	25	22	14	13
Cd300lf	49	22	20	23	29	25	12	23
Rab37	102	21	46	34	29	24	9	9
Slc9a3r1	247	46	64	45	88	64	28	35
Tmem104	198	19	51	37	81	53	24	59
Nat9	126	18	41	38	54	34	18	29
Nat9	24	7	19	12	15	16	6	7
Grin2c	76	18	36	35	29	24	8	19
Fdxr	339	44	131	118	251	177	70	85
Fads6	195	24	44	30	52	34	16	53
Otop2	120	18	48	30	36	22	12	4
Otop2	15	9	18	6	11	10	7	3
Ush1g	20	0	9	7	8	3	5	6
Otop3	0	0	1	0	0	0	0	0
Otop3	0	0	0	0	0	0	0	0
Hid1	14	1	5	3	8	6	1	9
Hid1	1	1	1	0	1	1	1	1
Cdr2l	268	56	107	86	144	78	36	38
Mrpl58	381	50	119	86	164	115	68	93
Kctd2	256	27	67	41	68	44	19	42
Atp5h	960	63	205	106	177	106	68	101
Trim80	68	11	35	20	31	17	7	0
Slc16a5	0	0	0	0	0	0	0	0
Slc16a5	0	0	0	0	0	0	0	0
Armc7	486	74	163	125	288	192	75	159
Nt5c	260	43	102	68	150	89	43	69
Jpt1	303	35	43	53	67	60	19	25
Sumo2	583	161	321	267	547	318	219	152
Nup85	999	114	173	131	222	132	64	115
Gga3	525	34	71	56	82	46	37	33
Mif4gd	243	27	94	60	77	44	24	83
Mif4gd	76	13	30	23	23	21	13	11
Slc25a19	210	21	60	36	63	31	12	13
Grb2	145	38	87	78	138	103	49	41
Grb2	22	9	14	14	11	13	1	0
Grb2	657	157	382	355	658	444	142	99
Tmem94	345	39	60	63	189	84	50	20
Caskin2	190	12	30	25	37	24	6	8
Tsen54	76	8	24	17	41	18	6	5
Llgl2	106	19	41	38	33	23	11	12
Smim5	157	32	51	44	42	31	22	14
Smim6	77	28	37	24	28	26	10	11
Sap30bp	119	16	41	20	56	30	18	18
Recql5	234	21	43	30	86	47	23	24
Itgb4	56	21	35	20	21	17	9	9
Galk1	216	37	72	31	71	43	21	30
H3f3b	200	33	101	67	165	85	49	34
Unk	440	67	148	129	258	168	92	123
Unc13d	363	44	104	73	82	60	10	47
Wbp2	480	64	125	91	207	119	29	99
Trim47	105	19	52	33	45	38	17	56
Trim65	203	28	94	90	141	84	45	87
Mrpl38	165	30	85	51	76	52	22	41
Fbf1	255	36	91	61	113	89	38	46
Ten1	427	63	133	122	268	172	102	140
Acox1	610	79	179	161	363	232	114	179
Evpl	79	25	38	20	24	25	10	4
Srp68	557	78	191	157	292	181	88	111
Galr2	37	11	22	18	34	15	8	4
Exoc7	248	31	63	34	90	68	26	38
Foxj1	579	47	162	98	134	88	52	24
Rnf157	522	47	144	146	305	193	97	133
Ubald2	258	41	72	50	96	39	16	20
Qrich2	58	17	28	30	24	20	12	6
Prpsap1	916	91	188	102	249	121	47	126
Sphk1	140	16	37	18	17	18	12	12
Sphk1	22	2	10	4	8	7	3	3
Sphk1	137	22	38	26	25	19	12	18
Sphk1	90	27	46	16	40	20	9	16
Ube2o	147	15	63	42	85	56	26	18
Aanat	203	33	102	158	204	132	31	11
Rhbdf2	149	26	44	40	31	28	13	10
Rhbdf2	62	22	26	36	30	22	7	2
Cygb	101	17	36	33	58	46	17	42
Prcd	123	19	133	147	200	106	24	58
St6galnac2	88	20	50	35	38	20	10	57
St6galnac1	55	18	32	30	25	20	8	5
Mxra7	160	30	61	48	53	35	14	25
Mettl23	1208	232	544	364	526	333	134	170
Jmjd6	585	70	146	110	203	119	52	63
Mfsd11	397	57	163	116	223	150	93	65
Srsf2	0	0	0	0	0	0	0	0
Mfsd11	6	0	1	0	1	1	0	1
Mgat5b	205	30	79	74	159	119	70	60
Sec14l1	814	224	517	380	698	496	216	292
Sec14l1	232	71	152	78	108	73	23	89
Sept9	96	9	28	36	31	23	13	2
Sept9	550	82	143	73	91	59	22	123
Sept9	258	29	102	107	124	85	26	20
Sept9	631	171	468	367	595	338	112	46
Tnrc6c	585	99	355	338	796	527	210	176
Tmc6	115	31	38	32	46	25	15	37
Tmc8	3	0	2	1	2	0	0	0
Tmc8	58	4	25	11	10	3	3	1
Syngr2	125	38	54	46	30	29	12	16
Afmid	1192	164	295	192	150	93	21	6
Tk1	535	104	216	176	136	82	25	10
Birc5	1012	209	476	453	755	474	240	165
Tmem235	85	25	36	28	33	20	8	3
Tha1	141	17	33	26	44	27	12	22
Socs3	686	120	306	191	270	155	39	67
Pgs1	281	36	152	149	276	186	106	119
Dnah17	85	7	33	29	23	26	6	5
Cyth1	108	24	63	55	67	63	28	167
Cyth1	338	55	121	89	151	88	38	147
Usp36	473	56	150	117	256	175	78	95
Cep295nl	151	62	121	97	131	76	34	35
Timp2	582	63	138	156	371	213	125	100
Lgals3bp	97	19	41	60	55	42	35	77
Cant1	89	9	49	35	35	24	15	12
Cant1	567	36	101	82	104	58	44	54
C1qtnf1	167	28	69	42	82	62	24	13
C1qtnf1	89	15	57	45	46	52	17	9
C1qtnf1	98	16	43	33	42	35	5	13
Engase	128	25	45	41	57	27	9	18
Rbfox3	66	18	85	126	178	92	15	55
Rbfox3	340	61	175	160	276	178	100	91
Rbfox3	55	19	55	38	42	34	12	17
Enpp7	66	19	53	27	25	21	1	6
Cbx2	562	53	150	96	170	104	37	21
Cbx8	474	42	144	78	190	91	55	77
Cbx4	306	52	150	104	220	130	67	49
Tbc1d16	761	145	258	177	281	142	68	31
Gaa	126	23	63	43	81	61	23	75
Eif4a3	879	224	413	284	563	323	159	125
Card14	86	21	42	44	33	27	11	8
Slc26a11	334	39	63	50	65	32	23	50
Sgsh	388	13	56	31	36	25	10	13
Rnf213	101	21	38	34	46	21	21	57
Endov	18	8	11	7	9	1	6	2
Endov	455	48	109	100	179	99	52	50
Nptx1	166	25	83	53	84	57	25	44
Rptor	206	27	58	55	143	68	45	27
Chmp6	451	81	167	113	156	83	55	110
Baiap2	376	54	126	128	301	191	127	118
Aatk	173	40	82	64	67	46	17	139
Aatk	324	17	84	75	188	129	110	210
Cep131	337	47	131	66	115	79	33	48
Ndufaf8	279	34	73	63	79	67	46	35
Tepsin	505	63	202	142	311	193	84	105
Slc38a10	198	24	85	72	77	72	26	26
Bahcc1	607	104	246	215	434	312	115	44
Actg1	1915	302	768	582	1016	690	373	241
Fscn2	147	26	67	47	40	27	13	11
Faap100	300	60	141	124	210	137	75	44
Nploc4	294	35	59	44	70	45	17	11
Tspan10	55	23	37	33	20	21	6	10
Pde6g	53	14	24	24	25	13	5	10
Ccdc137	420	28	83	52	105	71	26	67
Oxld1	346	33	75	52	85	61	23	45
Hgs	509	61	126	111	192	119	96	62
Arl16	264	39	46	42	70	43	35	32
Mrpl12	918	124	235	192	325	207	98	56
Slc25a10	663	122	221	132	192	112	40	96
Gcgr	124	13	28	26	26	17	5	4
Mcrip1	548	44	122	82	134	69	50	71
Ppp1r27	70	22	54	25	31	25	7	5
P4hb	1068	126	233	174	331	187	78	116
Arhgdia	525	43	160	80	158	93	82	37
Arhgdia	214	35	89	96	174	101	55	44
Anapc11	61	4	18	4	4	7	4	1
Anapc11	0	0	0	0	0	0	0	0
Alyref	509	65	126	92	178	112	43	40
Npb	97	19	56	27	33	28	12	10
Pcyt2	286	61	128	96	127	76	37	45
Sirt7	311	59	129	147	260	144	64	80
Mafg	398	41	91	59	121	85	33	54
Pycr1	47	6	7	8	15	6	3	2
Pycr1	9	1	5	3	2	2	0	0
Myadml2	51	21	23	19	27	19	14	33
Notum	133	20	35	25	25	25	12	52
Aspscr1	332	41	101	85	110	101	42	43
Aspscr1	71	15	38	30	44	32	9	13
Lrrc45	263	43	107	72	148	67	34	54
Cenpx	0	0	0	0	0	0	0	0
Cenpx	5	0	1	2	2	1	0	1
Rac3	177	32	79	58	98	57	30	33
Dcxr	69	16	31	22	26	27	12	8
Cbr2	74	22	46	25	39	17	8	8
Gps1	31	9	16	7	14	7	6	7
Gps1	0	0	0	0	0	0	0	0
Rfng	328	22	86	49	78	58	23	31
Dus1l	422	60	121	141	200	139	64	58
Fasn	2022	498	933	687	1063	691	304	188
Ccdc57	382	28	52	41	49	39	22	83
Slc16a3	39	12	17	16	16	17	5	5
Slc16a3	266	14	37	14	21	14	7	15
Csnk1d	605	74	165	135	176	131	65	111
Cd7	67	22	33	27	22	18	9	30
Sectm1b	48	21	36	22	29	40	10	4
Sectm1a	71	18	39	28	21	20	14	2
Tex19
Tex19
Uts2r	50	18	33	12	32	24	7	5
Hexdc	232	25	81	86	171	121	80	51
Ogfod3	317	45	111	79	213	134	54	58
Hexdc	6	3	7	4	8	3	4	2
Cybc1	199	15	52	38	75	71	20	47
Cybc1	20	4	22	9	13	12	4	6
Narf	1013	284	594	552	1033	692	100	233
Foxk2	715	99	246	239	570	401	181	170
Wdr45b	510	54	123	96	185	109	61	112
Rab40b	96	24	43	38	78	52	20	72
Fn3krp	254	38	95	81	100	54	34	83
Fn3k	92	25	71	71	102	92	63	138
Tbcd	169	45	86	75	154	106	53	55
Zfp750	97	24	61	32	42	33	11	14
B3gntl1	420	55	139	88	169	119	59	104
Metrnl	147	24	47	33	54	39	23	52
