external_gene_name	E11	E12	E13	E14	E16	E18	P0	Adult
Nova1	1085	571	904	718	1169	1076	619	278
Foxg1	45	19	38	37	49	52	35	35
Foxg1	125	82	83	124	145	133	65	18
Prkd1	652	297	535	476	650	539	288	67
G2e3	756	272	508	584	946	860	367	239
Scfd1	443	157	293	244	373	346	158	94
Coch	734	264	593	499	594	507	209	74
Ap4s1	1536	673	999	1033	1049	840	386	204
Strn3	934	361	621	638	1031	798	420	408
Hectd1	1604	678	1278	1057	1444	1145	558	302
Heatr5a	609	195	395	289	375	315	166	111
Dtd2	332	138	263	195	290	273	115	86
Gpr33	37	9	24	18	17	11	6	3
Nubpl	349	124	244	209	311	215	134	70
Arhgap5	24	7	16	9	12	0	6	1
Akap6	205	97	240	268	500	398	239	227
Npas3	1201	449	873	824	1139	825	326	159
Egln3	249	94	184	168	230	188	69	25
Sptssa	649	193	416	372	672	543	210	246
Eapp	867	271	500	460	791	638	362	227
Snx6	538	189	376	278	448	320	202	164
Cfl2	940	382	669	527	860	746	379	230
Baz1a	886	322	523	415	518	458	164	51
Fam177a	0	0	0	0	0	0	0	0
Fam177a2	0	0	0	0	0	0	0	0
Srp54b	0	0	0	0	0	0	0	0
Prorp	1291	537	915	986	1211	1118	444	332
Ppp2r3c	1390	534	880	760	1133	975	413	373
Psma6	33	11	27	25	19	10	4	4
Psma6	1326	576	917	820	1136	1009	370	316
Nfkbia	870	290	487	376	511	447	208	147
Aldoart2	20	8	20	27	11	7	12	3
Insm2	200	71	151	136	166	112	41	25
Ralgapa1	69	35	52	69	92	53	37	15
Brms1l	469	157	251	253	360	312	152	138
Mbip	371	140	206	225	373	340	150	114
Nkx2-1	197	115	202	127	151	79	45	9
Nkx2-9	77	38	66	46	41	31	26	8
Pax9	84	47	79	86	75	48	29	6
Slc25a21	88	29	46	27	46	24	12	6
Prps1l3	0	0	1	0	0	0	0	0
Mipol1	22	6	12	12	20	21	5	12
Foxa1	535	175	305	183	175	104	46	16
Ttc6	16	11	24	11	10	8	6	3
Sstr1	45	29	40	54	54	45	39	96
Clec14a	35	12	28	19	29	10	8	1
Sec23a	328	131	214	218	412	336	210	92
Gemin2	415	149	260	240	373	307	146	78
Trappc6b	361	132	258	225	288	261	105	74
Pnn	807	255	462	434	645	591	238	319
Mia2	130	53	95	128	193	148	79	24
Mia2	1290	620	1159	1036	1600	1245	596	296
Fbxo33	1159	484	811	706	1201	892	453	372
Lrfn5	776	291	579	529	824	706	355	233
Fscb	8	4	6	6	3	0	3	3
Togaram1	1471	565	974	1013	1289	1164	508	422
Prpf39	364	138	256	239	343	277	117	64
Fkbp3	792	273	501	497	733	618	284	293
Fancm	740	229	481	449	614	560	222	235
Mis18bp1	738	283	523	512	912	726	295	153
Wdr20rt	6	12	23	19	15	9	8	2
Rpl10l	12	8	27	17	14	5	11	1
Lrr1	1375	552	995	955	1278	1158	440	337
Mgat2	1556	690	1096	1036	1154	930	394	331
Rpl36al	2062	864	1721	1363	1729	1435	572	283
Dnaaf2	423	137	264	246	251	214	100	118
Pole2	354	126	219	213	278	231	99	77
Klhdc1	817	292	485	434	575	453	212	145
Klhdc2	598	208	384	447	632	583	266	193
Nemf	788	335	503	463	546	503	227	198
Arf6	1401	506	865	774	1273	1028	442	252
Vcpkmt	576	175	350	288	396	334	157	124
Sos2	1293	711	1081	849	1034	938	509	188
Dmac2l	1269	417	753	709	894	724	284	327
L2hgdh	914	344	661	597	846	669	262	252
Cdkl1	1041	322	618	629	883	774	325	470
Atl1	2139	966	1727	1539	1880	1549	699	315
Map4k5	597	202	406	397	616	522	256	169
Sav1	1326	539	952	770	1085	860	433	233
Nin	39	13	31	21	44	16	11	9
Nin	616	224	451	385	669	618	269	159
Abhd12b	28	10	29	24	18	12	5	2
Pygl	405	121	265	211	289	239	108	55
Trim9	1056	349	656	674	1117	870	416	279
Tmx1	633	189	361	330	509	411	179	241
Frmd6	1278	376	833	672	1021	864	382	418
Actr10	869	293	474	384	547	512	213	131
Psma3	232	110	169	145	233	201	101	63
Arid4a	1805	874	1418	1154	1474	1273	513	513
Tomm20l	164	33	63	47	28	29	10	8
Timm9	911	363	652	549	826	639	334	236
Dact1	950	339	781	582	848	694	346	78
Daam1	813	291	524	478	721	613	276	288
Gpr135	575	203	446	400	576	469	241	278
Jkamp	669	230	431	369	514	422	134	117
L3hypdh	731	320	586	445	696	588	231	279
Ccdc175	17	8	30	27	22	18	10	0
Rtn1	436	126	242	211	361	283	184	134
Rtn1	107	34	94	87	117	89	67	52
Lrrc9	36	5	12	11	17	10	3	1
Lrrc9	423	138	225	211	333	321	121	37
Pcnx4	495	184	437	410	756	588	269	245
Dhrs7	826	265	506	508	654	550	236	248
Ppm1a	1518	604	1069	872	1387	1096	444	426
Six6	189	45	86	66	96	44	32	10
Six1	327	91	163	118	162	108	43	15
Six4	726	240	431	361	403	333	108	111
Mnat1	252	133	153	179	242	220	110	110
Slc38a6	1146	438	728	664	822	669	309	330
Trmt5	1043	340	603	512	692	515	239	326
Tmem30b	263	60	168	81	91	72	46	8
Prkch	1193	418	808	670	930	795	327	59
Hif1a	21	14	13	22	18	7	3	5
Hif1a	679	214	355	357	602	455	214	229
Snapc1	431	162	284	260	377	361	152	113
Syt16	705	246	516	481	692	596	280	251
Dbpht2	11	12	15	15	24	14	4	3
Kcnh5	921	325	607	644	805	677	247	141
Rhoj	425	138	250	262	318	252	110	92
Gphb5	14	11	11	11	13	6	3	2
Ppp2r5e	1518	648	1043	866	1241	971	462	223
Wdr89	1335	508	822	729	1097	964	361	481
Sgpp1	391	135	265	301	489	416	251	162
Syne2	1141	441	812	729	1099	901	396	192
Esr2	762	259	424	443	548	472	182	88
Tex21	23	7	25	20	16	7	9	1
Mthfd1	502	129	267	324	483	472	144	282
Akap5	516	156	370	341	544	453	225	167
Zbtb25	209	78	162	83	140	121	43	24
Zbtb25	0	0	0	0	0	0	0	0
Zbtb1	157	75	134	98	115	100	44	13
Hspa2	1525	553	1032	775	1215	1050	502	330
Ppp1r36	375	89	208	110	122	128	54	15
Plekhg3	1217	382	716	562	715	660	249	87
Sptb	772	256	480	416	584	523	253	164
Churc1	399	155	284	250	417	320	160	140
Gpx2	28	11	27	17	17	16	4	7
Rab15	754	278	619	448	660	520	332	158
Fntb	319	135	215	207	337	287	111	194
Max	1022	323	585	524	799	717	299	223
Fut8	393	142	254	263	394	314	146	131
Fut8	0	0	0	0	0	0	0	0
Gphn	2073	839	1619	1248	1862	1378	666	539
Fam71d	12	11	17	19	26	14	4	1
Mpp5	1104	397	718	687	950	820	357	322
Eif2s1	1051	463	818	675	910	773	326	414
Atp6v1d	1103	528	897	802	989	788	378	246
Plek2	440	112	238	208	227	172	98	21
Tmem229b	32	22	39	20	12	19	8	9
Tmem229b	28	12	28	29	18	10	8	8
Tmem229b	813	270	555	483	676	582	286	148
Plekhh1	1121	408	785	575	753	637	296	126
Pigh	433	178	238	236	347	293	133	87
Arg2	583	145	305	275	446	369	143	96
Vti1b	1127	396	763	566	885	734	326	321
Rdh11	307	106	193	185	204	185	87	116
Rdh12	212	64	123	125	169	152	81	87
Zfyve26	113	66	83	100	131	117	45	55
Rad51b	0	0	0	0	0	0	0	0
Rad51b	131	61	101	84	113	95	23	38
Zfp36l1	823	244	341	265	235	182	55	68
Actn1	23	12	23	14	17	7	9	0
Actn1	3	1	0	0	0	2	1	0
Dcaf5	1313	520	956	724	941	806	394	167
Exd2	464	157	236	233	296	252	143	41
Galnt16	24	8	18	13	19	10	9	5
Galnt16	287	132	202	150	244	197	91	21
Slc39a9	1874	894	1526	1212	1545	1312	567	428
Erh	1653	675	1268	1252	1388	1250	491	652
Plekhd1	358	101	191	168	212	148	59	29
Ccdc177	190	70	130	121	182	148	66	54
Susd6	483	166	287	256	355	258	157	100
Srsf5	664	227	338	305	502	377	204	242
Slc10a1	29	15	27	16	20	16	8	4
Smoc1	656	200	430	252	405	356	130	36
Slc8a3	541	149	309	375	576	462	240	245
Adam4	7	5	8	6	13	11	4	1
Cox16	439	155	242	258	375	298	113	104
Synj2bp	0	0	0	0	0	0	0	0
Adam21	14	11	16	22	23	12	8	0
Med6	417	133	294	265	470	378	194	122
Map3k9	1103	395	701	650	973	826	416	343
Pcnx	529	168	333	209	296	247	168	55
Sipa1l1	19	5	18	18	22	11	7	1
Dpf3	936	324	492	469	630	526	188	155
Dcaf4	311	108	193	170	281	230	124	102
Zfyve1	394	132	174	152	231	138	84	66
Rbm25	1213	423	642	613	822	657	273	212
Rbm25	42	12	28	32	23	14	11	1
Psen1	453	168	300	328	547	454	181	216
Papln	149	35	92	89	98	105	41	26
Numb	24	12	26	19	22	13	4	2
Numb	24	6	27	20	22	8	4	3
Riox1	508	198	276	269	320	293	126	102
Acot2	399	138	259	231	375	285	166	178
Acot1	360	100	279	252	383	306	154	55
Acot4	178	58	112	102	178	127	75	110
Acot3	23	15	28	30	26	12	6	6
Acot5	0	0	0	0	0	0	0	0
Acot5	0	0	0	1	0	0	0	0
Acot6	105	29	60	66	75	60	47	19
Dnal1	330	133	182	156	221	168	96	59
Pnma1	430	129	315	302	455	395	186	106
Elmsan1	710	197	405	328	548	421	204	135
Elmsan1	1122	383	640	597	792	652	256	176
Ptgr2	666	188	397	350	556	462	196	273
Zfp410	1128	437	751	766	952	881	306	342
Coq6	746	258	515	493	704	608	248	290
Fam161b	1635	742	1253	1151	1249	1067	424	458
Entpd5	18	13	17	21	21	16	6	2
Bbof1	1638	598	1165	927	1236	980	475	258
Entpd5	408	117	253	305	459	405	185	239
Aldh6a1	34	13	41	25	48	15	8	4
Lin52	788	256	453	450	612	502	219	322
Aldh6a1	1032	496	733	730	765	703	293	258
Vsx2	134	44	81	71	74	38	23	7
Abcd4	605	179	320	282	419	385	180	113
Vrtn	45	16	32	24	17	15	17	5
Vrtn	17	10	11	18	11	7	9	1
Vrtn	16	3	20	14	21	7	5	2
Syndig1l	585	194	465	358	521	403	213	35
Isca2	1299	592	1052	944	1251	1076	434	307
Npc2	1540	618	971	948	1077	910	378	433
Ltbp2	239	79	163	154	182	160	71	31
Fcf1	1719	701	1267	1223	1358	1159	475	444
Arel1	1076	394	675	677	745	585	255	76
Ylpm1	394	145	248	188	255	200	108	81
Prox2	130	20	50	31	30	24	9	4
Dlst	1277	476	804	706	1016	836	355	358
Pgf	217	68	182	156	118	117	26	32
Pgf	304	62	128	100	137	123	60	37
Eif2b2	652	222	421	429	741	618	235	226
Mlh3	14	4	11	12	16	11	2	9
Mlh3	2	0	0	0	0	0	0	0
Acyp1	342	146	217	194	317	312	124	70
Zc2hc1c	824	250	457	279	318	274	163	188
Nek9	808	324	540	488	689	552	238	276
Tmed10	783	278	440	431	833	599	282	266
Fos	1215	380	630	549	807	615	259	243
Jdp2	40	8	21	20	23	17	10	18
Jdp2	0	0	0	0	0	0	0	0
Jdp2	1049	412	893	741	808	663	343	287
Batf	52	7	22	31	31	10	7	4
Flvcr2	799	203	387	327	392	276	121	65
Ttll5	1559	630	1058	957	1415	1192	497	515
Erg28	1265	483	894	765	987	805	324	203
Tgfb3	943	294	533	432	621	565	216	137
Ift43	254	120	180	172	249	200	97	62
Gpatch2l	350	137	206	180	289	278	130	92
Esrrb	53	14	37	31	27	11	8	5
Esrrb	464	132	269	191	251	202	104	104
Vash1	603	193	371	331	532	444	222	208
Angel1	202	74	147	113	180	168	105	39
Lrrc74a	35	15	27	32	20	12	3	3
Irf2bpl	472	156	262	212	398	374	192	132
Cipc	1629	661	1082	902	1269	1147	476	531
Zdhhc22	73	26	65	68	102	74	51	111
Tmem63c	77	13	54	68	90	73	51	95
Ngb	75	22	63	44	68	53	34	16
Gstz1	1708	690	1313	1207	1722	1386	660	472
Pomt2	1307	463	782	685	981	835	333	369
Gstz1	46	14	28	19	25	10	5	4
Tmed8	738	264	551	354	526	463	226	135
Vipas39	68	25	65	51	60	35	27	22
Ahsa1	1064	475	839	817	948	889	315	368
Vipas39	1145	530	860	802	967	811	314	400
Ism2	1739	601	1144	797	970	785	383	105
Sptlc2	623	259	380	345	626	481	238	139
Slirp	1988	901	1484	1460	1591	1338	558	300
Alkbh1	1063	438	707	728	841	757	280	246
Snw1	284	103	166	150	206	157	88	107
Oog1	1	0	3	1	1	0	0	0
Adck1	5	1	3	4	6	4	1	1
Adck1	582	248	461	415	568	515	200	310
Nrxn3	13	3	17	8	6	8	2	0
Nrxn3	16	13	19	10	7	10	2	66
Nrxn3	1014	310	580	541	647	514	226	244
Dio2	39	15	41	39	21	30	19	41
Cep128	743	288	474	439	637	600	285	146
Tshr	891	255	497	486	628	506	209	90
Gtf2a1	951	416	640	535	860	690	375	285
Gtf2a1	516	140	256	314	338	276	116	62
Ston2	25	10	29	21	19	12	5	5
Sel1l	311	115	179	150	200	184	89	53
Flrt2	310	120	241	356	579	532	270	204
Galc	633	214	420	350	458	412	195	208
Gpr65	27	8	29	23	28	10	10	2
Kcnk10	942	472	894	839	1023	866	378	205
Spata7	881	339	615	499	694	577	250	182
Ptpn21	1118	369	683	685	805	705	280	192
Ptpn21	1284	496	971	702	828	597	309	73
Zc3h14	364	129	237	147	193	161	136	53
Zc3h14	18	12	19	23	13	8	8	1
Ttc8	659	173	382	404	624	592	270	223
Foxn3	23	14	25	10	19	8	2	0
Efcab11	182	60	85	76	134	116	33	23
Tdp1	165	66	136	97	130	133	59	15
Kcnk13	105	35	80	61	54	52	28	38
Psmc1	134	51	78	68	67	39	12	36
Nrde2	354	143	198	196	359	283	141	258
Calm1	851	260	475	415	612	495	226	231
Ttc7b	306	197	233	217	364	324	235	167
Dglucy	27	10	41	40	56	39	17	52
Gpr68	165	46	89	97	109	88	58	151
Gpr68	335	78	157	137	174	130	76	57
Ccdc88c	1224	458	872	704	1190	891	438	244
Ppp4r3a	1438	519	960	919	1303	1065	510	338
Catsperb	6	11	13	10	8	7	3	1
Tc2n	7	2	6	1	2	0	2	0
Tc2n	880	228	590	455	554	400	159	45
Fbln5	419	106	218	185	305	288	128	75
Fbln5	122	37	54	50	73	35	15	8
Trip11	986	395	643	592	848	745	318	252
Atxn3	328	137	153	146	238	169	98	33
Cpsf2	2040	906	1503	1436	1800	1546	680	654
Rin3	44	15	22	25	24	12	11	10
Rin3	774	204	431	285	420	348	129	71
Lgmn	252	101	172	198	370	249	130	177
Golga5	67	16	45	52	83	53	29	13
Golga5	1431	613	1134	1028	1290	1093	434	259
Chga	435	133	363	307	524	427	204	187
Itpk1	1512	597	1055	754	1119	866	418	239
Tmem251	1115	387	744	774	986	849	339	348
Moap1	1278	475	885	757	829	734	326	226
Ubr7	1393	577	1118	941	1150	986	393	304
Gon7	0	0	0	0	0	0	0	0
Cox8c	27	9	18	16	11	17	8	1
Unc79	406	153	393	464	758	699	319	217
Prima1	1645	545	1130	899	1221	1015	463	85
Fam181a	734	176	278	205	207	175	82	57
Asb2	26	14	22	22	20	8	5	9
Otub2	0	0	0	0	0	0	1	0
Otub2	2	1	0	0	2	1	0	0
Ddx24	347	126	231	197	309	271	111	54
Ifi27	20	10	20	21	18	9	9	31
Ifi27l2a	24	6	14	24	10	6	6	0
Ifi27l2b	9	5	14	7	13	2	0	0
Ppp4r4	501	193	419	322	559	432	258	94
Serpina10	14	15	20	17	13	6	9	2
Serpina6	18	10	25	26	21	12	9	2
Serpina16	18	10	30	30	14	16	5	0
Serpina1f	10	15	23	16	15	8	3	0
Serpina1f	12	13	30	11	11	10	5	6
Serpina1b	5	2	12	7	5	4	1	0
Serpina1d	7	4	6	4	8	1	2	1
Serpina1a	10	5	11	7	9	2	2	0
Serpina1c	7	3	16	12	6	5	3	1
Serpina1e	7	2	5	4	4	2	0	0
Serpina11	0	0	0	2	1	0	0	0
Serpina11	0	0	0	0	0	0	0	0
Serpina9	16	8	22	26	20	10	13	10
Serpina12	17	9	22	20	11	14	10	0
Serpina5	6	4	18	23	16	8	12	1
Serpina3a	9	4	17	14	10	9	3	0
Serpina3b	12	11	18	20	11	7	4	0
Serpina3c	10	4	18	20	16	5	4	1
Serpina3g	0	2	0	4	1	3	1	0
Serpina3f	0	0	0	0	0	0	0	0
Serpina3f	1	0	0	1	3	3	0	0
Serpina3i	16	4	9	17	17	8	3	4
Serpina3j	16	11	32	24	21	9	4	0
Serpina3k	17	5	12	16	8	6	8	3
Serpina3m	9	2	9	4	11	0	4	0
Serpina3n	21	6	30	15	16	11	7	22
Gsc	468	161	283	191	218	210	55	17
Dicer1	1276	500	769	701	1096	908	426	247
Clmn	562	290	309	314	424	455	229	164
Syne3	31	11	34	23	20	12	8	2
Syne3	1154	310	651	488	571	490	190	123
Glrx5	1844	826	1229	1198	1523	1401	555	440
Tcl1b2	16	1	13	13	10	4	3	2
Tcl1b1	13	7	18	21	14	7	4	2
Tcl1b5	17	3	17	10	9	6	3	1
Tcl1b3	13	2	14	9	5	1	2	1
Tcl1b4	9	2	5	4	0	1	1	0
Tcl1	20	10	31	13	20	11	6	2
Bdkrb2	487	115	226	158	147	108	46	30
Bdkrb1	36	10	30	10	20	12	7	4
Gskip	1893	885	1629	1379	1735	1443	584	451
Atg2b	1554	672	1236	999	1296	1175	518	332
Ak7	134	28	48	33	22	22	11	6
Papola	960	282	517	405	573	491	199	215
Vrk1	401	128	235	220	224	212	89	79
Vrk1	24	13	27	23	16	13	7	6
Bcl11b	1485	750	1151	1115	1522	1260	525	116
Setd3	108	42	85	71	89	69	37	16
Setd3	109	56	74	79	91	70	25	20
Hhipl1	455	105	233	196	215	180	97	92
Cyp46a1	654	142	309	249	467	391	160	176
Eml1	48	13	21	28	24	17	7	28
Eml1	0	0	0	0	0	0	0	0
Eml1	1	0	0	0	0	1	0	1
Eml1	419	115	250	174	275	230	102	76
Evl	533	151	294	269	446	368	219	110
Evl	80	16	54	65	92	89	39	47
Evl	28	13	29	19	17	14	8	2
Degs2	234	43	108	86	96	84	49	25
Yy1	1899	875	1551	960	1315	1093	536	295
Slc25a29	1113	403	792	953	1590	1317	487	411
Slc25a47	48	15	47	33	21	15	8	5
Wars	8	1	3	1	0	1	0	1
Wars	0	0	0	0	0	0	0	0
Wdr25	0	0	0	0	0	0	0	0
Wars	941	279	531	511	558	487	183	194
Dlk1	784	246	481	340	355	277	147	23
Rtl1	33	16	21	22	18	14	7	8
Dio3	530	222	534	383	481	367	211	12
Ppp2r5c	1335	533	822	772	890	826	283	294
Dync1h1	484	149	279	303	425	415	260	376
Hsp90aa1	914	324	537	439	727	615	266	219
Wdr20	1173	439	757	652	1079	891	414	379
Mok	619	217	367	295	423	331	161	161
Zfp839	881	301	558	447	666	551	236	223
Tecpr2	1703	662	1131	907	1011	865	386	569
Cinp	1572	591	1063	919	1251	984	456	445
Ankrd9	1150	459	823	641	765	591	222	151
Ankrd9	50	15	27	29	15	9	2	2
Rcor1	1752	613	980	883	1390	1127	539	366
Traf3	485	215	353	201	344	274	163	94
Amn	64	20	47	32	33	14	14	6
Cdc42bpb	1760	710	1325	1059	1515	1266	547	518
Lbhd2	76	27	47	43	44	27	15	14
Exoc3l4	363	52	108	80	64	57	27	39
Tnfaip2	538	147	254	187	247	160	67	31
Eif5	1725	658	1111	884	1160	983	457	375
Mark3	1359	496	897	930	1244	1122	434	517
Ckb	589	198	379	355	563	462	168	218
Trmt61a	1023	363	594	564	831	688	263	201
Apopt1	1518	684	1196	1024	1016	868	349	167
Bag5	0	0	0	0	0	0	0	0
Bag5	117	24	47	58	68	35	22	16
Klc1	3	1	3	1	0	1	1	0
Klc1	41	25	29	26	35	25	20	9
Zfyve21	1248	440	721	598	612	490	140	87
Xrcc3	1278	517	894	745	1019	824	324	225
Ppp1r13b	1141	357	734	580	838	755	358	192
Atp5mpl	306	133	203	172	221	184	90	80
Tdrd9	30	10	34	23	29	13	4	2
Aspg	85	21	46	27	22	13	9	10
Kif26a	1093	294	614	552	897	695	263	140
Tmem179	203	57	155	191	330	241	160	315
Inf2	642	174	311	243	328	302	110	98
Adssl1	645	162	332	251	378	282	115	103
Siva1	489	194	396	380	769	633	281	304
Akt1	937	421	505	480	567	535	295	156
Akt1	138	31	58	48	55	33	19	32
Zbtb42	854	271	540	319	336	241	112	44
Cep170b	873	353	613	490	763	660	296	166
Pld4	40	12	38	29	28	15	8	0
Clba1	690	207	440	333	464	390	162	224
Cdca4	1555	618	1023	941	1183	1043	442	479
Gpr132	38	14	24	21	17	18	0	2
Jag2	866	367	582	495	722	632	395	90
Nudt14	668	198	369	295	363	300	126	95
Btbd6	1	2	3	4	2	1	1	0
Btbd6	200	82	148	115	140	116	41	36
Brf1	872	269	506	492	834	719	317	285
Pacs2	1038	391	629	526	749	629	330	255
Tex22	520	132	238	215	299	243	102	106
Mta1	1098	455	739	714	1033	855	385	265
Crip2	565	126	337	300	505	391	152	132
Crip1	617	171	278	213	220	180	58	38
Tedc1	760	221	376	331	609	527	203	183
Tmem121	536	158	336	320	452	375	168	116
Adam6b	2	3	9	8	1	4	0	0
Adam6a	5	4	5	6	10	1	3	2
Zfp386	342	135	218	211	354	322	133	126
Vipr2	643	176	403	343	485	366	173	42
Wdr60	368	116	235	215	328	298	134	110
Esyt2	1576	616	1074	935	1409	1206	545	484
Ncapg2	653	201	424	395	722	546	214	234
Ptprn2	249	80	197	240	436	341	161	192
Rapgef5	26	10	23	20	14	17	5	3
Cdca7l	1375	522	940	731	1066	828	370	105
Dnah11	177	49	93	108	121	115	72	11
Sp4	1505	657	1229	992	1676	1280	639	370
Sp8	178	50	69	66	65	22	18	5
Abcb5	11	12	12	17	20	9	12	0
Itgb8	1368	456	955	1036	1566	1402	596	499
Macc1	12	9	8	12	11	4	3	0
Tmem196	443	154	278	276	392	337	134	172
Tasor2	492	165	271	280	390	365	134	96
Asb13	433	183	304	291	479	384	203	155
Calml3	16	7	33	25	11	10	6	3
Calm4	0	0	3	1	1	1	1	0
Net1	240	81	176	147	302	235	132	71
Net1	328	129	178	165	239	235	103	57
Tubal3	17	7	23	25	15	14	5	4
Ucn3	15	11	22	11	26	8	13	2
Akr1c14	16	13	22	16	16	8	3	4
Akr1c18	13	2	19	15	17	7	11	1
Akr1c13	8	10	19	15	13	10	5	2
Akr1c19	7	13	19	16	18	19	5	0
Akr1c12	10	6	5	17	16	4	4	3
Akr1c6	11	2	16	13	16	5	5	3
Akr1c20	6	4	18	10	14	5	4	4
Akr1c21	7	8	20	14	17	4	6	1
Akr1e1	343	140	235	255	468	435	183	194
Klf6	1114	461	808	673	992	882	396	380
Pfkp	836	188	472	419	669	527	226	179
Adarb2	408	105	230	233	287	260	117	62
Wdr37	1184	539	837	802	1131	940	365	640
Wdr37	94	16	31	33	30	8	19	11
Idi1	647	221	376	351	497	441	170	155
Idi2	0	0	0	0	0	0	0	0
Larp4b	681	233	380	332	615	460	257	164
Dip2c	362	148	263	178	329	261	155	65
Zmynd11	1859	917	1638	1280	1498	1220	571	218
Zmynd11	223	84	193	130	158	125	68	24
Zmynd11	0	0	0	0	0	0	0	0
Zmynd11	74	19	33	27	25	11	11	1
Ryr2	250	105	229	167	220	166	113	123
Mtr	326	126	193	181	253	194	101	61
Actn2	382	89	263	228	435	343	134	108
Heatr1	734	275	550	435	941	773	297	315
Lgals8	47	10	37	33	41	31	19	13
Lgals8	586	165	335	293	361	263	144	134
Edaradd	202	62	120	128	184	141	63	24
Ero1lb	631	204	351	299	506	404	191	186
Prl2c3	0	0	0	0	0	0	0	0
Prl2c3	0	0	0	0	0	0	0	0
Prl2c2	1	0	1	1	1	0	0	0
Prl2c5	1	2	2	7	5	2	1	0
Gpr137b	144	38	105	77	131	83	37	27
Nid1	0	0	0	0	0	1	0	0
Lyst	426	162	339	256	455	373	202	152
Gng4	8	3	6	10	19	5	3	2
Gng4	392	138	311	230	378	297	127	59
B3galnt2	1513	580	1020	941	1332	1100	504	657
Tbce	924	377	589	611	775	663	285	386
Arid4b	1202	502	896	781	1059	888	416	351
Ggps1	1707	909	1517	1194	1446	1187	554	148
Hecw1	141	58	110	130	178	186	104	103
Psma2	1139	488	819	793	1079	823	382	400
Gli3	1572	587	1252	956	1264	1036	463	60
Inhba	211	70	110	91	121	122	68	62
Mplkip	401	162	317	216	328	263	106	43
Sugct	489	179	435	333	427	285	123	27
Cdk13	1372	554	1008	745	1134	862	474	404
Rala	1415	519	935	634	968	816	421	324
Yae1d1	462	168	321	303	558	473	235	233
Pou6f2	7	8	17	11	8	6	4	1
Vps41	276	132	187	172	260	205	129	89
Amph	525	195	340	311	437	412	223	300
Stard3nl	856	315	532	479	731	585	322	214
Epdr1	176	61	125	120	193	149	70	96
Sfrp4	393	140	252	245	330	264	109	87
Nme8	67	14	42	36	20	23	10	6
Gpr141b	14	7	18	18	13	5	4	3
Gpr141	10	5	9	8	16	2	4	2
Elmo1	645	210	364	332	417	404	159	110
Aoah	21	8	27	16	11	10	9	5
Olfr1370	10	4	6	7	12	7	3	3
Olfr263	14	9	13	8	9	4	2	1
Olfr1368	16	5	10	18	9	10	2	2
Trim27	1284	448	799	753	1071	887	368	299
Gpx5	29	14	26	27	15	11	9	2
Gpx6	45	17	19	20	20	18	3	0
Olfr1367	18	12	21	18	19	6	4	1
Zkscan3	469	168	277	268	417	239	167	81
Pgbd1	567	218	373	388	471	433	178	188
Pgbd1	30	5	22	19	22	5	7	1
Zscan26	346	153	231	238	351	291	147	165
Nkapl	558	193	401	417	637	545	254	147
Zkscan4	268	81	176	183	207	231	95	98
Zkscan8	494	192	350	309	498	418	219	138
Olfr1366	16	7	24	18	17	6	4	0
Olfr1535	18	7	19	15	11	3	6	0
Olfr1364	6	4	13	13	8	6	2	0
Olfr1362	13	7	16	13	17	6	6	0
Olfr11	17	3	15	12	13	7	5	0
Olfr1361	9	10	13	11	13	6	6	1
Olfr1360	9	7	8	14	4	6	6	0
Olfr1359	24	4	18	19	19	4	2	2
H2ac13	434	131	208	178	191	128	77	32
H2bc13	506	202	294	376	435	395	142	74
H4c11	391	84	207	248	474	371	204	97
H4c12	292	80	157	157	274	152	99	32
H2bc15	418	136	266	283	329	235	89	35
H2ac15	441	180	260	268	238	178	67	22
H1f5	348	108	174	161	142	103	35	37
Hist1h2bp	354	78	131	126	157	81	37	14
Hist1h2an	218	48	72	70	81	46	23	5
Hist1h2ap	0	0	0	0	0	0	0	0
Hist1h2br	0	0	0	0	0	0	0	0
Hist1h2bq	0	0	0	0	0	0	0	0
Hist1h4m	0	0	0	0	0	0	0	0
Hist1h4n	0	0	0	0	0	0	0	0
Hist1h2bq	0	0	0	0	0	0	0	0
Hist1h2ao	0	0	0	0	0	0	0	0
Zfp184	0	0	0	1	0	1	0	0
Zfp184	8	6	10	10	13	13	8	7
Pom121l2	0	1	0	0	0	0	0	0
Pom121l2	15	6	9	9	11	12	5	3
Prss16	44	11	33	32	28	21	14	1
H2bc12	568	197	288	241	235	176	45	15
H2ac12	436	144	222	261	267	213	62	17
H4c9	507	122	150	166	163	121	48	44
H2bc11	322	106	144	140	119	98	33	18
H2ac11	334	99	195	194	191	104	47	12
Vmn1r188	15	5	9	10	9	6	5	2
Vmn1r191	14	4	16	22	19	6	5	3
Vmn1r192	13	5	21	19	13	6	6	0
Vmn1r193	2	5	8	13	9	2	5	0
Vmn1r194	15	10	20	13	11	4	7	0
Vmn1r195	7	6	14	9	16	4	4	0
Vmn1r196	14	2	6	14	8	2	1	0
Vmn1r197	13	7	7	9	13	7	4	1
Vmn1r198	18	10	28	9	18	5	6	3
Vmn1r199	9	6	16	10	17	5	8	4
Vmn1r200	10	12	23	18	22	6	6	0
Vmn1r201	8	9	22	10	16	6	5	0
Vmn1r202	14	6	18	9	17	10	4	2
Vmn1r203	13	3	14	20	12	7	5	1
Vmn1r204	9	2	9	13	15	6	3	2
Vmn1r207	5	3	15	5	10	5	1	0
Vmn1r208	1	0	0	1	0	0	0	0
